,Drug1_ID,Drug2_ID,Y,Neg samples
35911,DB09241,DB09080,25,DB00826$t
35912,DB00648,DB00193,8,DB01162$h
35913,DB00390,DB00959,16,DB13179$h
35914,DB00270,DB06589,75,DB00802$h
35915,DB00857,DB01551,5,DB01099$h
35916,DB01201,DB09048,8,DB01054$h
35917,DB01129,DB00679,9,DB01108$h
35918,DB01708,DB01400,25,DB11609$h
35919,DB00959,DB00808,64,DB09118$h
35920,DB13167,DB01130,25,DB00142$t
35921,DB01151,DB01409,5,DB00830$h
35922,DB00564,DB00278,6,DB06739$h
35923,DB00696,DB00715,25,DB01243$t
35924,DB01118,DB05239,9,DB00759$t
35925,DB01178,DB01588,25,DB06725$t
35926,DB00263,DB00450,75,DB09041$t
35927,DB00270,DB11581,5,DB00179$t
35928,DB00983,DB01100,75,DB00316$t
35929,DB00623,DB01030,9,DB04953$h
35930,DB13025,DB00341,25,DB00546$h
35931,DB13873,DB00839,63,DB09167$h
35932,DB01045,DB00216,6,DB00997$h
35933,DB06144,DB00434,25,DB00605$t
35934,DB00619,DB01216,5,DB08872$t
35935,DB01173,DB08918,25,DB01273$t
35936,DB06290,DB00736,9,DB00618$h
35937,DB00862,DB00346,66,DB00182$h
35938,DB06595,DB00177,5,DB09324$t
35939,DB00252,DB00836,6,DB00686$h
35940,DB01392,DB00325,34,DB01122$t
35941,DB08918,DB06216,25,DB00851$h
35942,DB01656,DB00531,68,DB00475$h
35943,DB01209,DB06282,25,DB00937$h
35944,DB06725,DB01410,25,DB06145$h
35945,DB00829,DB08815,25,DB00827$h
35946,DB00564,DB00801,25,DB00820$h
35947,DB00436,DB00222,12,DB09049$h
35948,DB00916,DB00875,75,DB06718$t
35949,DB00195,DB00336,5,DB13783$t
35950,DB00321,DB00425,53,DB01595$t
35951,DB05521,DB00938,9,DB08910$t
35952,DB01102,DB00808,64,DB00454$t
35953,DB01597,DB09289,9,DB00189$t
35954,DB00646,DB00653,25,DB00956$h
35955,DB01259,DB00872,9,DB01195$t
35956,DB00450,DB00539,75,DB00476$t
35957,DB01050,DB00694,14,DB00240$t
35958,DB00477,DB04896,25,DB01228$h
35959,DB00736,DB00872,9,DB00330$h
35960,DB00459,DB06713,12,DB01420$h
35961,DB01466,DB01580,25,DB08865$h
35962,DB01551,DB08872,25,DB01090$t
35963,DB00353,DB01029,25,DB00783$h
35964,DB00176,DB00318,12,DB01619$t
35965,DB09063,DB00471,9,DB06764$t
35966,DB00344,DB00263,75,DB08943$t
35967,DB00784,DB04898,45,DB01078$t
35968,DB00270,DB00285,5,DB06694$t
35969,DB01615,DB06288,48,DB05351$t
35970,DB09300,DB06204,25,DB06637$t
35971,DB06690,DB06738,25,DB01602$t
35972,DB01390,DB08905,3,DB00741$h
35973,DB08905,DB06412,57,DB01011$t
35974,DB00721,DB05271,77,DB00359$t
35975,DB00320,DB00629,61,DB08822$t
35976,DB01656,DB00120,68,DB00339$t
35977,DB00691,DB01180,66,DB00882$h
35978,DB01030,DB08895,68,DB01406$t
35979,DB01211,DB00912,9,DB00189$h
35980,DB00688,DB01009,25,DB01108$h
35981,DB00318,DB01235,25,DB06209$t
35982,DB00898,DB06702,53,DB00622$t
35983,DB05812,DB01435,9,DB05246$h
35984,DB00674,DB00219,12,DB06412$h
35985,DB01092,DB06791,16,DB09286$h
35986,DB00691,DB00883,25,DB06725$h
35987,DB00270,DB00675,5,DB08828$h
35988,DB01151,DB01030,9,DB00736$h
35989,DB01017,DB00475,53,DB11079$t
35990,DB00241,DB00268,77,DB00921$t
35991,DB01600,DB08905,25,DB08824$t
35992,DB00753,DB09118,25,DB00608$t
35993,DB00834,DB00175,9,DB00233$h
35994,DB00661,DB12001,5,DB01656$h
35995,DB00673,DB00635,9,DB03793$t
35996,DB01119,DB00881,66,DB06267$h
35997,DB00283,DB00959,5,DB09083$t
35998,DB06594,DB09085,25,DB00935$h
35999,DB00320,DB01012,5,DB00476$h
36000,DB06282,DB00956,53,DB00556$h
36001,DB00810,DB00219,25,DB00261$t
36002,DB00752,DB05541,5,DB06691$h
36003,DB04876,DB01048,8,DB08811$h
36004,DB00608,DB00875,75,DB01577$t
36005,DB00289,DB00451,5,DB00754$t
36006,DB00169,DB01229,5,DB00619$h
36007,DB01211,DB00567,5,DB06698$t
36008,DB01201,DB04846,6,DB01199$h
36009,DB00541,DB09270,9,DB06216$t
36010,DB01232,DB00390,9,DB01399$t
36011,DB01214,DB00353,83,DB09117$t
36012,DB00376,DB00470,80,DB00626$h
36013,DB00334,DB01016,12,DB01283$t
36014,DB01589,DB13025,25,DB00923$t
36015,DB01017,DB00728,72,DB06603$t
36016,DB01007,DB01076,25,DB13878$h
36017,DB09238,DB00554,5,DB00569$t
36018,DB09220,DB01229,66,DB00282$t
36019,DB00606,DB01348,66,DB00798$t
36020,DB00670,DB01227,25,DB01096$h
36021,DB00285,DB01062,5,DB01366$h
36022,DB00177,DB00187,25,DB01194$t
36023,DB00204,DB01184,31,DB00380$h
36024,DB09048,DB00327,9,DB12278$t
36025,DB06595,DB00978,5,DB00165$h
36026,DB00420,DB00268,77,DB00560$t
36027,DB01283,DB00612,34,DB00213$t
36028,DB00188,DB09068,5,DB00434$h
36029,DB00652,DB01403,53,DB01136$h
36030,DB00784,DB09211,12,DB01234$h
36031,DB01427,DB01397,25,DB00213$h
36032,DB00501,DB00624,5,DB01087$h
36033,DB06738,DB00310,25,DB00134$h
36034,DB00951,DB00396,5,DB06795$t
36035,DB00622,DB00818,5,DB01431$h
36036,DB08899,DB01253,8,DB11596$h
36037,DB01201,DB09231,8,DB01087$h
36038,DB01118,DB06777,5,DB09320$t
36039,DB00940,DB06589,0,DB01579$h
36040,DB01238,DB01239,25,DB01122$h
36041,DB01463,DB00341,25,DB01118$t
36042,DB00691,DB06589,75,DB09342$h
36043,DB00675,DB00743,75,DB08974$t
36044,DB06717,DB00850,9,DB11135$t
36045,DB01032,DB00316,9,DB06825$h
36046,DB00377,DB00344,78,DB01226$t
36047,DB00470,DB00904,53,DB00545$t
36048,DB00264,DB00531,5,DB13595$h
36049,DB00219,DB00774,9,DB00494$t
36050,DB01118,DB00921,5,DB09289$h
36051,DB00542,DB00696,9,DB01117$t
36052,DB00243,DB00852,5,DB06769$t
36053,DB01102,DB01325,64,DB00956$t
36054,DB00608,DB00827,71,DB00851$t
36055,DB00870,DB00390,9,DB00284$h
36056,DB00989,DB01182,51,DB01030$h
36057,DB01589,DB00181,25,DB01013$h
36058,DB00252,DB00910,6,DB01708$h
36059,DB00440,DB06204,5,DB00890$h
36060,DB09291,DB09128,9,DB00553$t
36061,DB00247,DB01059,25,DB08974$t
36062,DB00688,DB00872,9,DB00196$t
36063,DB01254,DB04946,9,DB09082$h
36064,DB00289,DB00988,61,DB00876$h
36065,DB01224,DB01120,12,DB01392$t
36066,DB06605,DB00569,45,DB01501$t
36067,DB09238,DB01235,5,DB01409$h
36068,DB00252,DB06210,6,DB09342$t
36069,DB01338,DB01227,25,DB01140$h
36070,DB00794,DB00814,6,DB01103$h
36071,DB01608,DB00187,66,DB00880$h
36072,DB00257,DB06695,10,DB01289$t
36073,DB00440,DB01165,75,DB01242$t
36074,DB01211,DB00294,5,DB00805$h
36075,DB00341,DB00898,53,DB00305$t
36076,DB09244,DB00999,66,DB01028$h
36077,DB00244,DB00282,25,DB01143$h
36078,DB06788,DB04868,75,DB09321$t
36079,DB02703,DB01074,9,DB00577$t
36080,DB00862,DB04844,75,DB01207$h
36081,DB01351,DB00195,66,DB00375$t
36082,DB00661,DB01016,5,DB06715$h
36083,DB01595,DB00540,25,DB00175$h
36084,DB00295,DB01002,25,DB00701$h
36085,DB01623,DB04842,25,DB01414$t
36086,DB00582,DB00541,25,DB00474$t
36087,DB09075,DB09167,9,DB01104$t
36088,DB00953,DB09225,25,DB01243$h
36089,DB06820,DB09231,25,DB00426$h
36090,DB00320,DB00521,50,DB01283$t
36091,DB01189,DB01175,75,DB00627$t
36092,DB00864,DB00839,12,DB01685$t
36093,DB09048,DB00208,9,DB00601$h
36094,DB01200,DB01366,61,DB09270$h
36095,DB00356,DB01176,25,DB06724$t
36096,DB02703,DB01008,9,DB00362$t
36097,DB00300,DB08910,5,DB09300$h
36098,DB01211,DB00943,5,DB00554$t
36099,DB00208,DB00813,9,DB00367$t
36100,DB09286,DB04861,25,DB00952$h
36101,DB08865,DB00736,5,DB09257$h
36102,DB01045,DB00444,6,DB06605$h
36103,DB00582,DB09080,5,DB00256$t
36104,DB00976,DB09270,9,DB06792$t
36105,DB00813,DB13025,25,DB00584$t
36106,DB01452,DB00344,25,DB00487$h
36107,DB00636,DB01120,63,DB00947$h
36108,DB00752,DB00699,5,DB12598$h
36109,DB01355,DB01427,6,DB09117$h
36110,DB01239,DB00575,25,DB00347$t
36111,DB00362,DB00091,5,DB01093$h
36112,DB01400,DB12278,12,DB11231$h
36113,DB09166,DB01080,25,DB00330$h
36114,DB06228,DB00203,9,DB00608$h
36115,DB00737,DB00425,53,DB01205$h
36116,DB01103,DB00243,9,DB06803$t
36117,DB01118,DB01029,5,DB01466$h
36118,DB01118,DB00379,5,DB09083$t
36119,DB00722,DB09167,9,DB11660$h
36120,DB00220,DB00239,5,DB00539$h
36121,DB00924,DB00217,34,DB01092$t
36122,DB01017,DB00477,53,DB00939$h
36123,DB09198,DB00829,5,DB01288$h
36124,DB01007,DB00270,25,DB01212$t
36125,DB09075,DB00651,8,DB01182$h
36126,DB00691,DB01090,66,DB06794$t
36127,DB00454,DB01176,25,DB00629$h
36128,DB06290,DB00404,9,DB01176$t
36129,DB00801,DB01142,25,DB01066$h
36130,DB00230,DB01104,25,DB09000$h
36131,DB01201,DB01050,6,DB01384$h
36132,DB00474,DB00721,25,DB00939$h
36133,DB04868,DB04845,5,DB01328$h
36134,DB00736,DB01175,5,DB01620$h
36135,DB01029,DB01067,5,DB01613$h
36136,DB00346,DB00521,66,DB00928$t
36137,DB00714,DB06697,75,DB00504$t
36138,DB00275,DB01580,66,DB01151$t
36139,DB00188,DB01018,5,DB00601$h
36140,DB00584,DB00977,8,DB08910$t
36141,DB00852,DB04841,39,DB00330$h
36142,DB13025,DB00737,25,DB00883$t
36143,DB01433,DB00310,25,DB01339$t
36144,DB00810,DB01199,25,DB00982$h
36145,DB00176,DB00851,5,DB01239$h
36146,DB00391,DB00458,25,DB01047$h
36147,DB00614,DB01626,66,DB00316$h
36148,DB01403,DB00976,75,DB01356$t
36149,DB00625,DB00347,5,DB08910$h
36150,DB00834,DB04841,9,DB00704$h
36151,DB09543,DB00887,37,DB06813$t
36152,DB00887,DB00529,9,DB00411$t
36153,DB00195,DB00570,5,DB08958$h
36154,DB00215,DB01544,5,DB01062$h
36155,DB01118,DB00999,25,DB01621$t
36156,DB06723,DB01255,14,DB00351$t
36157,DB11126,DB00779,0,DB09026$h
36158,DB09048,DB01224,9,DB09030$t
36159,DB01576,DB00318,43,DB00758$h
36160,DB00214,DB01197,25,DB11239$t
36161,DB01015,DB12267,5,DB06820$t
36162,DB00794,DB06603,8,DB00446$h
36163,DB01229,DB00688,25,DB00912$h
36164,DB01168,DB00738,63,DB08814$h
36165,DB00252,DB01047,8,DB00988$h
36166,DB01015,DB04844,75,DB00330$h
36167,DB06148,DB06262,12,DB00570$h
36168,DB01435,DB13783,25,DB01221$t
36169,DB00628,DB00768,25,DB06210$t
36170,DB00405,DB01069,25,DB00867$t
36171,DB00477,DB06288,48,DB06702$t
36172,DB04743,DB01013,25,DB00387$t
36173,DB08815,DB09166,25,DB01173$t
36174,DB00834,DB11915,9,DB01289$h
36175,DB06595,DB00261,5,DB09324$h
36176,DB05521,DB00570,5,DB09320$h
36177,DB00257,DB05039,5,DB01116$h
36178,DB00501,DB00334,5,DB06016$h
36179,DB00684,DB00710,62,DB01139$t
36180,DB00457,DB01291,41,DB00565$h
36181,DB09091,DB04576,25,DB06724$h
36182,DB08905,DB06718,57,DB06637$t
36183,DB09462,DB09075,9,DB00722$h
36184,DB00653,DB01623,53,DB00452$h
36185,DB00715,DB06216,75,DB00754$h
36186,DB01211,DB00321,5,DB01605$t
36187,DB00450,DB01563,53,DB00791$h
36188,DB01080,DB00956,53,DB00891$h
36189,DB01263,DB00910,9,DB00479$h
36190,DB09117,DB00215,25,DB00614$t
36191,DB00188,DB00999,25,DB09042$t
36192,DB01029,DB09235,66,DB00958$t
36193,DB09048,DB01396,9,DB01199$t
36194,DB01072,DB01601,5,DB11633$h
36195,DB01129,DB09080,5,DB04951$h
36196,DB00364,DB00487,8,DB08906$t
36197,DB13167,DB11660,12,DB01032$t
36198,DB00333,DB00952,25,DB00826$t
36199,DB00645,DB04842,25,DB01179$h
36200,DB00433,DB01463,25,DB00375$t
36201,DB00220,DB00370,5,DB00349$h
36202,DB00169,DB09128,9,DB01235$t
36203,DB01364,DB09352,25,DB04839$h
36204,DB05812,DB00344,9,DB00684$h
36205,DB00555,DB04946,25,DB01178$t
36206,DB08873,DB00304,9,DB01184$h
36207,DB00187,DB01359,25,DB08882$h
36208,DB00774,DB00966,66,DB06155$t
36209,DB00169,DB00363,5,DB00529$h
36210,DB08816,DB11560,5,DB01140$h
36211,DB00637,DB00175,9,DB12532$t
36212,DB00582,DB00612,5,DB09256$h
36213,DB03585,DB00846,25,DB06810$h
36214,DB00722,DB07615,25,DB09220$h
36215,DB09286,DB00492,25,DB13783$h
36216,DB00715,DB00556,75,DB01619$h
36217,DB00645,DB01142,25,DB01071$h
36218,DB00944,DB12278,12,DB09027$t
36219,DB06210,DB00619,9,DB09112$t
36220,DB01118,DB00694,5,DB00998$t
36221,DB00976,DB00921,5,DB00293$t
36222,DB09286,DB01612,25,DB05109$t
36223,DB01168,DB00370,25,DB00559$h
36224,DB00918,DB00391,25,DB09267$h
36225,DB00193,DB00829,25,DB00827$h
36226,DB01466,DB01114,25,DB00818$t
36227,DB01612,DB01235,73,DB09449$h
36228,DB01097,DB01198,5,DB00876$t
36229,DB00220,DB08882,8,DB00215$t
36230,DB01171,DB01211,5,DB00928$h
36231,DB01356,DB01071,49,DB00434$h
36232,DB00572,DB00761,82,DB00696$t
36233,DB00375,DB01078,0,DB01033$h
36234,DB00554,DB13158,25,DB00468$h
36235,DB00409,DB06153,25,DB00722$t
36236,DB00169,DB00682,5,DB00186$t
36237,DB00852,DB00252,8,DB00490$h
36238,DB06288,DB00937,40,DB01175$t
36239,DB08918,DB00217,34,DB00797$t
36240,DB00841,DB01064,25,DB01708$h
36241,DB01201,DB00243,8,DB11609$h
36242,DB06335,DB00912,63,DB00856$h
36243,DB05521,DB00845,5,DB12598$h
36244,DB00989,DB09270,9,DB01401$h
36245,DB01615,DB00241,25,DB00671$t
36246,DB00511,DB00541,16,DB00626$h
36247,DB00829,DB01209,25,DB01060$h
36248,DB00215,DB06210,5,DB01060$h
36249,DB00418,DB01589,6,DB11106$h
36250,DB00622,DB06626,5,DB06802$h
36251,DB00628,DB01589,25,DB01291$t
36252,DB00334,DB09038,12,DB06695$t
36253,DB00186,DB01267,25,DB00274$h
36254,DB00420,DB01426,5,DB01463$h
36255,DB00188,DB01580,25,DB00852$h
36256,DB00864,DB00443,25,DB01129$t
36257,DB00235,DB00974,45,DB00361$t
36258,DB01014,DB00741,25,DB00104$t
36259,DB01016,DB00230,27,DB08903$t
36260,DB01267,DB00241,25,DB00205$h
36261,DB00196,DB00741,5,DB04576$h
36262,DB00564,DB01012,6,DB01112$h
36263,DB06414,DB01076,8,DB00545$h
36264,DB01201,DB00188,8,DB11231$h
36265,DB09063,DB01621,9,DB06739$h
36266,DB00263,DB00956,9,DB00748$h
36267,DB00668,DB00774,64,DB00202$h
36268,DB01200,DB00446,25,DB00622$h
36269,DB01015,DB06770,5,DB00572$t
36270,DB06201,DB00801,25,DB00427$h
36271,DB00750,DB09071,25,DB06193$t
36272,DB01353,DB00215,25,DB11660$h
36273,DB00328,DB01082,14,DB06218$h
36274,DB01141,DB06414,9,DB06264$h
36275,DB00215,DB09241,78,DB01582$h
36276,DB00753,DB06697,75,DB06412$h
36277,DB01409,DB00436,9,DB00823$t
36278,DB01403,DB00489,75,DB06718$t
36279,DB00254,DB01604,12,DB11691$h
36280,DB01071,DB00175,9,DB00277$h
36281,DB01142,DB01151,25,DB00698$h
36282,DB00599,DB06713,12,DB09118$t
36283,DB09342,DB00660,25,DB06718$h
36284,DB01563,DB00771,25,DB06616$h
36285,DB00696,DB00908,25,DB00091$h
36286,DB00351,DB00006,12,DB00969$t
36287,DB00212,DB00275,66,DB00990$h
36288,DB00349,DB01151,5,DB00958$t
36289,DB11348,DB00511,49,DB01094$t
36290,DB06700,DB09080,80,DB00974$h
36291,DB00834,DB00346,75,DB08905$t
36292,DB00379,DB00262,5,DB01024$h
36293,DB00780,DB01102,25,DB09079$h
36294,DB00661,DB00193,5,DB00806$h
36295,DB00582,DB00230,25,DB08910$h
36296,DB00232,DB09038,25,DB01094$h
36297,DB00900,DB01153,0,DB06791$h
36298,DB01248,DB04845,25,DB09053$t
36299,DB01188,DB01427,25,DB09082$h
36300,DB00215,DB01030,9,DB00166$h
36301,DB01091,DB00091,5,DB01259$h
36302,DB08816,DB03756,5,DB00823$t
36303,DB01392,DB00774,34,DB09343$t
36304,DB00622,DB05541,5,DB00228$h
36305,DB00834,DB01319,9,DB05260$h
36306,DB01355,DB00489,66,DB00528$h
36307,DB00313,DB01175,25,DB06709$t
36308,DB13158,DB00621,57,DB01048$t
36309,DB00582,DB00688,5,DB00390$h
36310,DB00501,DB00857,5,DB13595$t
36311,DB00201,DB00315,5,DB11691$h
36312,DB06594,DB00748,25,DB05541$h
36313,DB06707,DB00489,50,DB05316$t
36314,DB00391,DB01588,25,DB01071$t
36315,DB09245,DB01366,25,DB09543$t
36316,DB01132,DB00264,9,DB00970$h
36317,DB00289,DB06267,5,DB09070$t
36318,DB00420,DB01463,25,DB01074$t
36319,DB00877,DB04876,12,DB01248$t
36320,DB00715,DB09555,5,DB00596$h
36321,DB01264,DB06414,8,DB04846$t
36322,DB00511,DB04894,16,DB00752$h
36323,DB00401,DB06589,9,DB00268$t
36324,DB00770,DB08816,45,DB01029$t
36325,DB01295,DB01067,63,DB00631$t
36326,DB01018,DB00521,50,DB08941$t
36327,DB00679,DB01359,66,DB04574$t
36328,DB00440,DB01357,5,DB00649$h
36329,DB00501,DB00363,9,DB05541$t
36330,DB00457,DB01612,25,DB01501$h
36331,DB00268,DB00245,5,DB09015$h
36332,DB08816,DB00277,5,DB00910$t
36333,DB00573,DB09211,12,DB01411$t
36334,DB00675,DB00835,5,DB00405$t
36335,DB00661,DB01095,5,DB00346$h
36336,DB00976,DB01708,5,DB00450$h
36337,DB00635,DB06589,9,DB09053$h
36338,DB00814,DB00244,20,DB08957$t
36339,DB01197,DB00203,9,DB00689$h
36340,DB00237,DB09068,25,DB01114$h
36341,DB01232,DB01396,5,DB00619$t
36342,DB01396,DB05260,16,DB01149$h
36343,DB01189,DB01018,25,DB00205$h
36344,DB01198,DB04842,25,DB00924$t
36345,DB00909,DB01080,25,DB01132$t
36346,DB01544,DB00334,25,DB01349$t
36347,DB00475,DB00413,77,DB01589$t
36348,DB06725,DB08439,25,DB08943$h
36349,DB01151,DB04840,5,DB01295$h
36350,DB06717,DB08865,9,DB00293$h
36351,DB02187,DB01420,57,DB00661$t
36352,DB00582,DB12001,25,DB00353$t
36353,DB00465,DB00929,12,DB01119$t
36354,DB00254,DB06176,5,DB13231$h
36355,DB00692,DB00661,25,DB06695$h
36356,DB00758,DB01014,25,DB00807$t
36357,DB00468,DB00608,5,DB00166$h
36358,DB00409,DB00771,25,DB06718$h
36359,DB01563,DB00768,25,DB11254$h
36360,DB01254,DB00346,9,DB02659$t
36361,DB01081,DB09235,25,DB00287$h
36362,DB00298,DB00748,25,DB00631$t
36363,DB01255,DB01227,43,DB00499$t
36364,DB00368,DB00264,50,DB00554$h
36365,DB01232,DB00347,5,DB00999$h
36366,DB01028,DB08987,25,DB09449$h
36367,DB00836,DB06695,10,DB00985$t
36368,DB09112,DB00232,25,DB06176$t
36369,DB00986,DB06204,25,DB01708$h
36370,DB00511,DB01259,16,DB00198$h
36371,DB01149,DB04938,9,DB04953$h
36372,DB00818,DB00691,25,DB00591$h
36373,DB04839,DB01124,12,DB00873$t
36374,DB04839,DB01087,8,DB06820$h
36375,DB08868,DB00738,75,DB00687$t
36376,DB00366,DB00494,53,DB00232$t
36377,DB00268,DB00969,5,DB01062$t
36378,DB00871,DB00608,75,DB04868$h
36379,DB00501,DB00675,11,DB01597$t
36380,DB00721,DB00625,25,DB00999$t
36381,DB00822,DB00829,9,DB00179$t
36382,DB00320,DB01029,25,DB00741$h
36383,DB01118,DB08895,9,DB06209$h
36384,DB00322,DB00440,5,DB00773$t
36385,DB00750,DB00575,25,DB04930$h
36386,DB00450,DB08903,75,DB01064$h
36387,DB00465,DB00774,12,DB00662$t
36388,DB09244,DB00359,63,DB08938$h
36389,DB00648,DB01216,8,DB00153$h
36390,DB00368,DB00935,25,DB00770$h
36391,DB00465,DB00006,45,DB09119$h
36392,DB00501,DB00182,5,DB01004$h
36393,DB00490,DB04842,25,DB01208$h
36394,DB06216,DB01080,25,DB00482$t
36395,DB00872,DB00742,25,DB00387$h
36396,DB00794,DB01349,6,DB00691$h
36397,DB01186,DB00820,25,DB01581$t
36398,DB01397,DB00774,12,DB08987$t
36399,DB06825,DB06203,12,DB00379$t
36400,DB00243,DB00559,9,DB00635$t
36401,DB00006,DB00458,9,DB01349$h
36402,DB00270,DB01324,66,DB01351$h
36403,DB00999,DB11362,66,DB00946$t
36404,DB00104,DB00904,75,DB00816$h
36405,DB01153,DB09216,25,DB01622$h
36406,DB09295,DB06736,25,DB00696$t
36407,DB01264,DB05271,9,DB00405$t
36408,DB09216,DB00682,45,DB09449$t
36409,DB00781,DB01226,72,DB00816$t
36410,DB00252,DB00604,6,DB00857$h
36411,DB01017,DB01081,53,DB00362$t
36412,DB01165,DB01601,75,DB11079$t
36413,DB00201,DB01131,5,DB01355$h
36414,DB00241,DB00285,25,DB00514$t
36415,DB00468,DB00814,5,DB00362$h
36416,DB09212,DB00880,12,DB00615$h
36417,DB06791,DB09083,51,DB01100$t
36418,DB00420,DB01595,25,DB00585$h
36419,DB00349,DB04946,5,DB00961$h
36420,DB01015,DB01177,5,DB00906$t
36421,DB00455,DB06207,9,DB01595$t
36422,DB00692,DB00765,66,DB01124$t
36423,DB00934,DB00308,75,DB06237$t
36424,DB00814,DB00399,25,DB00261$h
36425,DB01282,DB00876,25,DB01111$h
36426,DB00424,DB11315,25,DB00618$t
36427,DB00790,DB01020,25,DB00557$t
36428,DB13595,DB00859,8,DB00455$h
36429,DB09118,DB00195,5,DB00682$h
36430,DB01142,DB06207,9,DB00405$h
36431,DB01589,DB01080,25,DB11156$t
36432,DB00263,DB01211,75,DB08967$h
36433,DB01149,DB01324,65,DB00683$t
36434,DB00539,DB06206,12,DB01168$t
36435,DB00861,DB09288,25,DB01205$t
36436,DB00257,DB06176,5,DB00956$t
36437,DB00318,DB06144,25,DB09147$t
36438,DB01319,DB00864,5,DB01330$h
36439,DB00768,DB00571,34,DB00841$t
36440,DB00182,DB00691,66,DB04896$h
36441,DB13025,DB13872,25,DB00586$h
36442,DB06203,DB00353,9,DB01103$h
36443,DB00268,DB08941,25,DB00460$h
36444,DB00344,DB00983,25,DB00922$h
36445,DB00540,DB00204,75,DB03756$h
36446,DB01396,DB00755,16,DB06176$h
36447,DB01069,DB05294,75,DB01019$h
36448,DB01247,DB00263,63,DB00812$h
36449,DB09118,DB00814,9,DB00961$t
36450,DB00854,DB00961,25,DB01017$t
36451,DB00126,DB00191,8,DB00080$t
36452,DB01032,DB06813,9,DB00241$t
36453,DB00721,DB01106,25,DB00402$t
36454,DB00661,DB00924,5,DB00917$h
36455,DB00794,DB00243,8,DB00652$h
36456,DB00295,DB01198,25,DB01007$t
36457,DB00770,DB08814,45,DB00433$t
36458,DB00176,DB06414,5,DB01267$h
36459,DB01199,DB01081,25,DB00571$t
36460,DB00468,DB09220,66,DB00268$t
36461,DB09085,DB06153,25,DB00779$h
36462,DB12598,DB04574,8,DB00948$h
36463,DB06414,DB01621,5,DB00324$t
36464,DB01197,DB01359,25,DB00280$t
36465,DB01149,DB08815,9,DB09516$t
36466,DB00661,DB00294,5,DB00696$h
36467,DB09026,DB01235,73,DB01229$t
36468,DB01174,DB00590,66,DB01420$t
36469,DB09009,DB00835,25,DB01032$h
36470,DB13167,DB09095,25,DB13158$h
36471,DB11730,DB00207,31,DB08824$t
36472,DB00887,DB04876,12,DB00603$t
36473,DB01209,DB00458,25,DB00748$h
36474,DB00254,DB01062,5,DB00544$h
36475,DB00673,DB00316,9,DB00399$t
36476,DB00402,DB01219,25,DB00220$h
36477,DB09342,DB06282,25,DB08938$h
36478,DB01069,DB05246,25,DB11730$t
36479,DB01132,DB01184,5,DB00474$h
36480,DB00182,DB01084,39,DB01127$h
36481,DB00390,DB00791,16,DB00873$h
36482,DB01118,DB06603,9,DB00931$h
36483,DB01045,DB00454,6,DB06699$h
36484,DB04898,DB00696,9,DB00740$h
36485,DB00590,DB00751,41,DB00177$t
36486,DB00283,DB09128,9,DB01206$t
36487,DB00599,DB00175,9,DB00747$h
36488,DB00252,DB00863,6,DB01598$h
36489,DB01001,DB00280,75,DB09049$h
36490,DB01118,DB00528,9,DB04840$t
36491,DB00611,DB00898,53,DB11730$t
36492,DB08439,DB01193,34,DB01427$t
36493,DB00297,DB01618,25,DB11817$h
36494,DB00322,DB00701,5,DB01289$h
36495,DB00540,DB00555,25,DB06696$t
36496,DB01201,DB00636,6,DB01256$h
36497,DB00203,DB00768,5,DB13142$h
36498,DB00006,DB01076,9,DB01111$t
36499,DB01437,DB00413,77,DB08906$t
36500,DB00622,DB00665,5,DB06262$h
36501,DB00254,DB00243,9,DB04339$h
36502,DB09070,DB00651,9,DB00166$h
36503,DB00904,DB09128,25,DB11231$h
36504,DB00542,DB01048,8,DB06782$h
36505,DB00648,DB01028,8,DB09027$h
36506,DB08883,DB00367,8,DB00415$t
36507,DB00373,DB00774,66,DB00262$t
36508,DB00629,DB01029,66,DB01511$t
36509,DB00501,DB04896,5,DB08938$t
36510,DB05039,DB00240,64,DB11136$t
36511,DB00635,DB01076,25,DB01009$h
36512,DB01024,DB01136,34,DB06795$t
36513,DB00834,DB00220,75,DB01326$t
36514,DB08797,DB06228,45,DB00706$h
36515,DB00252,DB11362,6,DB11093$h
36516,DB00402,DB04946,25,DB00818$h
36517,DB00502,DB01166,5,DB00745$h
36518,DB00883,DB04920,25,DB00772$h
36519,DB04743,DB04846,34,DB01169$t
36520,DB00615,DB12483,6,DB08938$h
36521,DB12332,DB09101,5,DB00203$t
36522,DB01319,DB00946,5,DB00432$h
36523,DB00922,DB00881,25,DB00415$h
36524,DB11609,DB00819,25,DB00882$t
36525,DB00356,DB00921,53,DB00595$h
36526,DB08873,DB01142,5,DB00220$t
36527,DB00328,DB00482,25,DB06413$h
36528,DB01242,DB00368,34,DB00864$h
36529,DB00494,DB09117,53,DB00774$h
36530,DB00945,DB06696,14,DB00091$h
36531,DB06700,DB00983,80,DB01256$t
36532,DB01544,DB09128,25,DB00408$t
36533,DB00794,DB00823,12,DB00948$t
36534,DB00608,DB00591,25,DB06201$t
36535,DB00805,DB00187,51,DB00292$h
36536,DB08797,DB11660,12,DB09220$t
36537,DB06636,DB00972,5,DB08884$h
36538,DB00679,DB00264,9,DB00838$h
36539,DB06414,DB00679,5,DB01102$h
36540,DB00201,DB00872,9,DB00281$t
36541,DB01221,DB06594,25,DB00793$h
36542,DB01227,DB00747,25,DB00578$h
36543,DB00257,DB00745,5,DB00923$h
36544,DB00474,DB01002,25,DB11235$h
36545,DB06201,DB00450,25,DB00266$t
