,Drug1_ID,Drug2_ID,Y,Neg samples
1575,DB08981,DB01418,45,DB11691$t
1576,DB01164,DB09090,12,DB00423$h
1577,DB00647,DB01395,25,DB01204$t
1578,DB08912,DB00749,8,DB00360$t
1579,DB00337,DB06196,25,DB00282$h
1580,DB00892,DB09034,53,DB00613$h
1581,DB00246,DB00724,5,DB00408$h
1582,DB09054,DB00932,5,DB00734$h
1583,DB00500,DB01275,34,DB00591$t
1584,DB05676,DB00903,37,DB00879$t
1585,DB08820,DB00234,9,DB08984$t
1586,DB00469,DB00936,25,DB00425$h
1587,DB00782,DB00844,25,DB00562$t
1588,DB00764,DB01021,64,DB00598$h
1589,DB00821,DB00991,25,DB01359$h
1590,DB00962,DB00633,25,DB06764$h
1591,DB00462,DB09272,55,DB08872$t
1592,DB09279,DB00749,25,DB00656$h
1593,DB00384,DB01113,25,DB09293$t
1594,DB01558,DB01154,25,DB06791$h
1595,DB05676,DB00467,71,DB01018$t
1596,DB09123,DB00498,33,DB00175$t
1597,DB08933,DB01085,9,DB00839$h
1598,DB00690,DB01624,25,DB09143$h
1599,DB00343,DB00332,5,DB00035$h
1600,DB01026,DB00234,5,DB08895$h
1601,DB00549,DB00338,5,DB06737$h
1602,DB00255,DB01098,9,DB00377$t
1603,DB01611,DB00933,9,DB00393$t
1604,DB08912,DB01041,8,DB00476$t
1605,DB01154,DB09227,6,DB04868$h
1606,DB00821,DB09215,25,DB04572$h
1607,DB00296,DB08922,25,DB06263$h
1608,DB00421,DB01158,25,DB01254$h
1609,DB01337,DB09272,55,DB01018$t
1610,DB09084,DB01275,34,DB01201$h
1611,DB01010,DB01337,12,DB01242$t
1612,DB09073,DB11575,9,DB00678$h
1613,DB00849,DB01159,25,DB00193$t
1614,DB00338,DB00469,5,DB00544$t
1615,DB08984,DB01222,25,DB00934$h
1616,DB00957,DB00498,33,DB06695$t
1617,DB00844,DB01558,25,DB11575$h
1618,DB08912,DB00184,8,DB11239$h
1619,DB04871,DB00933,5,DB01545$h
1620,DB09065,DB01215,9,DB05812$h
1621,DB00936,DB00158,12,DB00661$t
1622,DB01026,DB00218,75,DB00520$h
1623,DB00869,DB09477,66,DB00706$h
1624,DB09280,DB00749,8,DB00496$h
1625,DB01154,DB06716,25,DB01143$t
1626,DB09054,DB01590,9,DB01227$t
1627,DB00678,DB02709,25,DB00297$t
1628,DB01274,DB01155,75,DB00761$h
1629,DB01268,DB01220,9,DB13450$h
1630,DB00343,DB08901,5,DB06218$h
1631,DB00932,DB01236,47,DB01330$h
1632,DB00800,DB01244,66,DB00450$t
1633,DB00633,DB01113,25,DB09060$h
1634,DB01154,DB01203,66,DB00628$t
1635,DB06772,DB01041,25,DB06211$h
1636,DB00996,DB01161,25,DB00639$t
1637,DB05676,DB01240,12,DB00130$t
1638,DB00543,DB00549,12,DB00223$h
1639,DB00962,DB00892,25,DB01103$t
1640,DB09072,DB00726,53,DB01051$t
1641,DB00296,DB01158,25,DB00486$t
1642,DB00312,DB00184,6,DB00649$h
1643,DB00844,DB01154,25,DB00615$t
1644,DB00226,DB01240,66,DB00363$h
1645,DB04871,DB00497,5,DB01026$h
1646,DB09123,DB01418,33,DB01073$t
1647,DB08981,DB01160,12,DB04854$t
1648,DB04552,DB00498,45,DB01595$t
1649,DB08820,DB11613,9,DB08905$t
1650,DB05676,DB09215,25,DB09449$t
1651,DB09072,DB01624,53,DB01091$t
1652,DB08954,DB00936,25,DB00765$t
1653,DB04855,DB11575,5,DB01330$h
1654,DB01026,DB00543,5,DB00935$t
1655,DB00821,DB01240,12,DB00430$h
1656,DB01010,DB01085,25,DB09322$t
1657,DB00991,DB01395,60,DB00573$t
1658,DB09123,DB00412,12,DB00420$t
1659,DB09330,DB08820,9,DB08795$t
1660,DB01161,DB00697,25,DB05245$h
1661,DB06212,DB00678,60,DB00175$t
1662,DB00326,DB09236,12,DB08911$t
1663,DB00421,DB01220,9,DB01559$h
1664,DB00907,DB01154,25,DB01201$t
1665,DB00849,DB00967,25,DB06774$t
1666,DB02709,DB01578,14,DB01329$h
1667,DB00296,DB09017,25,DB13167$h
1668,DB08984,DB01240,12,DB01061$t
1669,DB00697,DB00734,66,DB06201$t
1670,DB00903,DB04878,12,DB09352$t
1671,DB00957,DB01041,81,DB00375$t
1672,DB00343,DB00968,25,DB01218$t
1673,DB00246,DB00932,5,DB00610$h
1674,DB08880,DB00231,5,DB08910$h
1675,DB00844,DB01395,25,DB06791$t
1676,DB00469,DB04272,45,DB09280$t
1677,DB00508,DB00849,25,DB01024$h
1678,DB00896,DB00817,25,DB13153$h
1679,DB01159,DB01158,25,DB01119$t
1680,DB00343,DB05676,5,DB11737$h
1681,DB09065,DB08901,9,DB01321$t
1682,DB01240,DB01244,66,DB01000$t
1683,DB00288,DB06710,57,DB00462$t
1684,DB01236,DB00498,45,DB00701$h
1685,DB04573,DB00764,9,DB00294$t
1686,DB08984,DB00896,25,DB11254$h
1687,DB05676,DB08880,25,DB00379$h
1688,DB00500,DB08808,34,DB00772$h
1689,DB00469,DB00817,71,DB00344$h
1690,DB08893,DB00960,5,DB00793$t
1691,DB00549,DB06212,9,DB00648$h
1692,DB00697,DB08807,50,DB00705$t
1693,DB08893,DB04855,75,DB08916$t
1694,DB00697,DB09034,53,DB01611$h
1695,DB00312,DB09279,66,DB00202$h
1696,DB00607,DB00428,8,DB13167$h
1697,DB00678,DB06268,5,DB01233$t
1698,DB05676,DB01172,14,DB09352$h
1699,DB06772,DB01137,25,DB00330$t
1700,DB01240,DB08932,66,DB00240$h
1701,DB00831,DB01215,25,DB00776$h
1702,DB00844,DB01021,25,DB01116$t
1703,DB08804,DB01418,45,DB00891$t
1704,DB09275,DB00588,3,DB00247$h
1705,DB08807,DB00221,36,DB01592$h
1706,DB00543,DB09039,75,DB11691$h
1707,DB00903,DB01578,25,DB00486$t
1708,DB00343,DB00962,5,DB01057$h
1709,DB01244,DB09232,25,DB00338$t
1710,DB00337,DB00498,45,DB01299$t
1711,DB00685,DB00331,63,DB09071$t
1712,DB08984,DB00498,45,DB13879$t
1713,DB01558,DB00543,25,DB00669$t
1714,DB00633,DB08922,25,DB06637$h
1715,DB00968,DB06403,66,DB00654$t
1716,DB00400,DB09230,25,DB01411$h
1717,DB00821,DB01155,71,DB09242$t
1718,DB08981,DB01155,71,DB04896$t
1719,DB09073,DB00656,9,DB01005$h
1720,DB00849,DB08807,8,DB00916$h
1721,DB08981,DB00764,25,DB00611$t
1722,DB00312,DB00831,25,DB09322$h
1723,DB00844,DB00508,25,DB06701$h
1724,DB00831,DB00726,25,DB13450$t
1725,DB08933,DB00472,9,DB00830$t
1726,DB09232,DB00421,25,DB00747$h
1727,DB00757,DB04871,78,DB08887$t
1728,DB00749,DB01210,34,DB00809$h
1729,DB00337,DB01240,12,DB01393$t
1730,DB09073,DB06403,9,DB00798$h
1731,DB01210,DB03128,25,DB00363$t
1732,DB09280,DB04871,8,DB01330$t
1733,DB00821,DB01137,71,DB09295$t
1734,DB09224,DB09034,53,DB00976$t
1735,DB04552,DB01380,25,DB13872$h
1736,DB00486,DB00849,53,DB00493$t
1737,DB09236,DB00227,25,DB00284$t
1738,DB08922,DB00593,25,DB00896$h
1739,DB00776,DB00957,8,DB06770$t
1740,DB01236,DB04272,45,DB09185$t
1741,DB00549,DB00412,5,DB00793$h
1742,DB00312,DB01587,6,DB03619$h
1743,DB09280,DB00778,6,DB00880$h
1744,DB00497,DB00384,25,DB00784$t
1745,DB01026,DB00933,5,DB01412$t
1746,DB00486,DB00231,53,DB04575$t
1747,DB00734,DB04908,25,DB05351$t
1748,DB00647,DB00472,78,DB01563$t
1749,DB00749,DB01380,25,DB08896$t
1750,DB00199,DB08992,5,DB00691$t
1751,DB09204,DB00708,25,DB00185$h
1752,DB00849,DB09232,6,DB01580$h
1753,DB01587,DB00697,25,DB00914$t
1754,DB09330,DB00593,9,DB00120$h
1755,DB08912,DB00469,8,DB01605$t
1756,DB09065,DB00317,9,DB06736$h
1757,DB09275,DB08912,8,DB01414$t
1758,DB00486,DB01624,53,DB00518$h
1759,DB08976,DB01133,25,DB00811$h
1760,DB00246,DB00708,5,DB09267$t
1761,DB00933,DB09034,53,DB00328$t
1762,DB09280,DB01320,9,DB13874$h
1763,DB00620,DB06710,57,DB06144$t
1764,DB00726,DB00221,25,DB00560$h
1765,DB00312,DB08893,6,DB00849$h
1766,DB00907,DB06716,25,DB02546$t
1767,DB00899,DB08922,25,DB01400$h
1768,DB04855,DB06654,5,DB01142$t
1769,DB09073,DB01236,9,DB00255$t
1770,DB00421,DB00598,25,DB01303$t
1771,DB00337,DB01590,25,DB01576$t
1772,DB09054,DB01110,5,DB01242$h
1773,DB00892,DB01154,25,DB00622$h
1774,DB01010,DB01036,12,DB00899$t
1775,DB09477,DB00296,25,DB00392$h
1776,DB09232,DB00633,25,DB00648$t
1777,DB05676,DB09204,34,DB00686$t
1778,DB09074,DB01181,11,DB00920$t
1779,DB02709,DB09204,34,DB11363$h
1780,DB01274,DB00246,75,DB00152$t
1781,DB08881,DB08922,8,DB00968$h
1782,DB08881,DB00778,8,DB01021$h
1783,DB01154,DB00697,25,DB01063$h
1784,DB01088,DB08808,66,DB00402$h
1785,DB01167,DB06789,5,DB00140$h
1786,DB00337,DB01204,25,DB09096$h
1787,DB09074,DB00593,5,DB08911$h
1788,DB00690,DB00588,25,DB08909$h
1789,DB00296,DB00892,25,DB06480$t
1790,DB01296,DB02709,47,DB00755$h
1791,DB08893,DB06402,75,DB09112$h
1792,DB01440,DB00849,25,DB09242$t
1793,DB00734,DB00831,25,DB00559$h
1794,DB08912,DB00472,8,DB00371$h
1795,DB00384,DB01210,25,DB01414$h
1796,DB00508,DB01161,25,DB06176$h
1797,DB01320,DB01395,12,DB00298$t
1798,DB09074,DB12026,5,DB06713$h
1799,DB00199,DB08922,5,DB01048$t
1800,DB00422,DB00726,25,DB04835$t
1801,DB01167,DB00907,5,DB00216$h
1802,DB00421,DB00964,41,DB00986$t
1803,DB01611,DB00831,9,DB00940$h
1804,DB00678,DB08981,25,DB08912$h
1805,DB00960,DB00964,25,DB00936$h
1806,DB00899,DB00588,25,DB00212$h
1807,DB01110,DB01268,5,DB01685$h
1808,DB00486,DB00967,53,DB00539$t
1809,DB09072,DB00697,53,DB01199$t
1810,DB05676,DB00288,25,DB01878$h
1811,DB00899,DB00734,66,DB08868$t
1812,DB00607,DB00498,33,DB00690$h
1813,DB00246,DB00849,25,DB04570$t
1814,DB08820,DB00656,9,DB00315$h
1815,DB00963,DB03615,14,DB00550$h
1816,DB09073,DB00530,9,DB00344$h
1817,DB01167,DB00317,5,DB00179$t
1818,DB00996,DB09224,25,DB06696$t
1819,DB09039,DB00184,5,DB00923$t
1820,DB01167,DB01215,9,DB00992$h
1821,DB01053,DB01418,45,DB00360$t
1822,DB00312,DB01222,6,DB09342$h
1823,DB06712,DB00697,25,DB00979$t
1824,DB00726,DB00246,75,DB08916$h
1825,DB01137,DB06402,75,DB09000$h
1826,DB00312,DB00593,6,DB09276$h
1827,DB00996,DB00726,25,DB01023$t
1828,DB01222,DB00843,25,DB00232$h
1829,DB08893,DB01233,5,DB06819$h
1830,DB01164,DB08992,12,DB00723$t
1831,DB09065,DB06287,5,DB01440$t
1832,DB01332,DB09268,12,DB00502$t
1833,DB00486,DB01558,53,DB09065$t
1834,DB06789,DB00412,12,DB00969$h
1835,DB00343,DB09236,66,DB01111$t
1836,DB00246,DB00897,5,DB06268$h
1837,DB08976,DB00467,71,DB06794$t
1838,DB00690,DB00849,25,DB00336$t
1839,DB09054,DB01380,5,DB00717$h
1840,DB01297,DB01085,25,DB01393$h
1841,DB00246,DB00497,25,DB00921$t
1842,DB00633,DB09224,25,DB00350$t
1843,DB00381,DB00968,25,DB09282$h
1844,DB12364,DB08976,26,DB00525$h
1845,DB09280,DB09073,8,DB00601$h
1846,DB00227,DB06712,5,DB00251$t
1847,DB00312,DB00778,6,DB01154$t
1848,DB08912,DB06789,8,DB01154$h
1849,DB09242,DB09477,66,DB01280$t
1850,DB00199,DB08860,9,DB00630$h
1851,DB00899,DB00519,25,DB00826$h
1852,DB01624,DB00967,25,DB00216$h
1853,DB01421,DB09268,12,DB01262$t
1854,DB01236,DB09017,25,DB00352$t
1855,DB01558,DB00907,25,DB01601$h
1856,DB04855,DB01587,5,DB01623$h
1857,DB00633,DB06716,25,DB08881$h
1858,DB00932,DB06817,8,DB08804$h
1859,DB09232,DB01236,25,DB11641$h
1860,DB00897,DB04908,25,DB01400$h
1861,DB09279,DB00903,25,DB00929$t
1862,DB06196,DB00384,34,DB00954$h
1863,DB01158,DB00708,51,DB00723$h
1864,DB00224,DB00530,9,DB01069$t
1865,DB01320,DB08820,8,DB00518$t
1866,DB00991,DB00620,25,DB00257$t
1867,DB00312,DB06708,6,DB00781$h
1868,DB08912,DB11575,8,DB00347$h
1869,DB08881,DB00656,8,DB00259$t
1870,DB00678,DB00903,25,DB00997$t
1871,DB09330,DB00136,9,DB00718$t
1872,DB00472,DB00749,47,DB00389$t
1873,DB09074,DB00317,5,DB00351$h
1874,DB09039,DB00317,5,DB00550$t
1875,DB01210,DB00184,25,DB04918$h
1876,DB00337,DB00764,25,DB01248$h
1877,DB09227,DB00734,66,DB06803$t
1878,DB00343,DB08827,9,DB09147$h
1879,DB09054,DB01558,5,DB01597$h
1880,DB00967,DB01041,53,DB00399$h
1881,DB00549,DB01075,5,DB00422$h
1882,DB00690,DB01236,25,DB06213$t
1883,DB13874,DB08916,9,DB08800$h
1884,DB00519,DB00968,25,DB09257$t
1885,DB01167,DB09039,9,DB09289$t
1886,DB01075,DB09039,9,DB01255$h
1887,DB01611,DB01297,5,DB09055$h
1888,DB01167,DB00343,5,DB08971$h
1889,DB00744,DB04272,45,DB00153$t
1890,DB06712,DB01320,9,DB06715$h
1891,DB00968,DB08932,66,DB00305$t
1892,DB00412,DB01181,5,DB08965$h
1893,DB09090,DB01098,25,DB00326$t
1894,DB00519,DB00255,8,DB09342$h
1895,DB01161,DB00588,25,DB00256$h
1896,DB00899,DB00697,25,DB00972$h
1897,DB01026,DB00656,5,DB00457$t
1898,DB01159,DB09224,25,DB04938$t
1899,DB00821,DB00919,14,DB00324$t
1900,DB00246,DB09123,5,DB00564$h
1901,DB09039,DB00598,5,DB00959$h
1902,DB01075,DB00726,5,DB08883$h
1903,DB00734,DB00593,25,DB01122$h
1904,DB08981,DB01578,14,DB09236$t
1905,DB08981,DB01172,14,DB00963$t
1906,DB00678,DB01181,5,DB00581$t
1907,DB00588,DB00817,25,DB01054$h
1908,DB00312,DB09227,6,DB00238$h
1909,DB09039,DB00332,5,DB00755$h
1910,DB00708,DB08808,51,DB00712$t
1911,DB09330,DB08922,9,DB12364$t
1912,DB09120,DB00849,5,DB06594$h
1913,DB09074,DB06708,5,DB00989$h
1914,DB03615,DB09268,12,DB08883$t
1915,DB09215,DB03615,14,DB00686$h
1916,DB01244,DB00227,25,DB06792$h
1917,DB09227,DB00227,25,DB01268$t
1918,DB00749,DB00421,34,DB00177$h
1919,DB06402,DB08881,75,DB00528$t
1920,DB00744,DB00936,25,DB13139$h
1921,DB00708,DB00726,25,DB00355$h
1922,DB01154,DB00700,66,DB01186$h
1923,DB00224,DB00412,5,DB00897$t
1924,DB00497,DB00656,25,DB00839$t
1925,DB00744,DB09084,25,DB08938$h
1926,DB01167,DB04871,5,DB04946$h
1927,DB05676,DB01137,71,DB11633$t
1928,DB06708,DB01107,5,DB01595$t
1929,DB01275,DB01240,66,DB06717$t
1930,DB01222,DB01155,25,DB01407$t
1931,DB00899,DB01203,25,DB01427$t
1932,DB09330,DB01085,9,DB09352$h
1933,DB00255,DB04908,9,DB00451$h
1934,DB01215,DB01041,53,DB01195$h
1935,DB06716,DB00697,25,DB00165$h
1936,DB09054,DB00869,5,DB00958$t
1937,DB00224,DB01098,9,DB09292$h
1938,DB00744,DB00903,37,DB08901$t
1939,DB01274,DB09078,75,DB01039$t
1940,DB09227,DB00633,25,DB11614$h
1941,DB00831,DB09204,66,DB00456$t
1942,DB00231,DB00588,25,DB06707$h
1943,DB00199,DB12026,5,DB00814$h
1944,DB09074,DB09039,9,DB00273$h
1945,DB01215,DB00933,25,DB04743$t
1946,DB01220,DB09227,8,DB09288$h
1947,DB00849,DB01154,25,DB05351$t
1948,DB09280,DB01154,8,DB01628$h
1949,DB09054,DB01624,9,DB00761$h
1950,DB00199,DB09034,9,DB00603$h
1951,DB08912,DB06708,8,DB00122$h
1952,DB00224,DB13874,5,DB00280$h
1953,DB00312,DB06772,6,DB00997$h
1954,DB00678,DB06403,66,DB09027$t
1955,DB00486,DB00697,53,DB13179$t
1956,DB09242,DB01236,25,DB01356$t
1957,DB00343,DB04855,50,DB00664$h
1958,DB09084,DB08970,25,DB00354$h
1959,DB08808,DB00598,73,DB09232$h
1960,DB01624,DB01041,53,DB00544$t
1961,DB01026,DB01181,11,DB00551$t
1962,DB00962,DB01440,25,DB01136$h
1963,DB01110,DB01023,25,DB00397$t
1964,DB04552,DB01021,12,DB03128$t
1965,DB09072,DB01558,53,DB06261$h
1966,DB01558,DB00933,25,DB02709$t
1967,DB09073,DB06789,9,DB01623$h
1968,DB08881,DB05676,8,DB09257$h
1969,DB05676,DB06737,25,DB01014$h
1970,DB00936,DB04552,25,DB09516$t
1971,DB01088,DB00899,25,DB01408$t
1972,DB00381,DB01203,25,DB08970$h
1973,DB00486,DB01075,53,DB09082$t
1974,DB01110,DB09230,25,DB00201$t
1975,DB00831,DB04908,25,DB00598$t
1976,DB00412,DB00250,5,DB01066$t
1977,DB09330,DB00690,9,DB09280$h
1978,DB04948,DB00296,25,DB00166$h
1979,DB09227,DB00708,25,DB00553$t
1980,DB00246,DB08901,5,DB11363$t
1981,DB00903,DB01172,25,DB06713$h
1982,DB00968,DB06268,66,DB01321$t
1983,DB01320,DB06737,6,DB01008$h
1984,DB00932,DB09477,8,DB06713$t
1985,DB00497,DB00633,25,DB00484$h
1986,DB09017,DB00967,25,DB11235$t
1987,DB08881,DB00170,9,DB06150$t
1988,DB00690,DB08922,25,DB09153$t
1989,DB01137,DB08916,9,DB00974$h
1990,DB01440,DB00647,25,DB06414$t
1991,DB06716,DB00967,25,DB08947$t
1992,DB00378,DB04272,12,DB00181$h
1993,DB00831,DB00849,25,DB11921$h
1994,DB08912,DB01558,8,DB00657$t
1995,DB00497,DB01395,25,DB00347$t
1996,DB01233,DB09097,12,DB00731$t
1997,DB09281,DB00680,0,DB00635$h
1998,DB09280,DB00678,9,DB09134$t
1999,DB01026,DB01590,9,DB00181$h
2000,DB09073,DB00907,9,DB01336$t
2001,DB01591,DB04855,75,DB01590$h
2002,DB09054,DB01222,9,DB01511$h
2003,DB00899,DB00967,25,DB00743$t
2004,DB01440,DB09034,53,DB06802$t
2005,DB01041,DB09034,53,DB08882$h
2006,DB00932,DB00598,5,DB00663$h
2007,DB09330,DB00234,9,DB00875$h
2008,DB00210,DB00957,12,DB06290$t
2009,DB00647,DB00849,25,DB01158$h
2010,DB09477,DB00749,25,DB08816$h
2011,DB01023,DB13874,5,DB00122$h
2012,DB00549,DB01181,5,DB08909$h
2013,DB08933,DB04855,9,DB01607$t
2014,DB00421,DB01590,9,DB02701$t
2015,DB00267,DB09268,12,DB00682$h
2016,DB01320,DB08901,8,DB08811$h
2017,DB05676,DB01421,14,DB00674$h
2018,DB01320,DB09296,6,DB04951$h
2019,DB09074,DB00726,5,DB00617$h
2020,DB08984,DB01578,14,DB00800$t
2021,DB09280,DB01261,9,DB01205$h
2022,DB09279,DB00421,25,DB00962$h
2023,DB00312,DB00231,6,DB00239$h
2024,DB09232,DB00734,66,DB00142$t
2025,DB00199,DB01222,9,DB05812$t
2026,DB00907,DB00933,5,DB11079$t
2027,DB00869,DB01240,66,DB08798$t
2028,DB09065,DB01107,9,DB01093$h
2029,DB09120,DB01075,5,DB08864$t
2030,DB00231,DB01440,25,DB00512$t
2031,DB00400,DB09123,8,DB00985$t
2032,DB00508,DB01210,66,DB06767$h
2033,DB00549,DB00184,5,DB00449$h
2034,DB00519,DB00749,25,DB00778$h
2035,DB01167,DB00332,5,DB00703$h
2036,DB08992,DB01098,25,DB00826$h
2037,DB04855,DB11613,5,DB00495$h
2038,DB02709,DB00620,25,DB00992$h
2039,DB00343,DB00633,25,DB13873$t
2040,DB00227,DB01236,5,DB01216$h
2041,DB00500,DB00421,34,DB12070$h
2042,DB09072,DB00231,53,DB09274$t
2043,DB00199,DB06402,75,DB06786$t
2044,DB00849,DB09224,25,DB01609$h
2045,DB01251,DB01268,63,DB00973$h
2046,DB09280,DB08922,9,DB00130$t
2047,DB00312,DB09232,6,DB12364$t
2048,DB01590,DB00412,12,DB09232$h
2049,DB00903,DB00960,25,DB00897$t
2050,DB00963,DB01021,12,DB00307$t
2051,DB09280,DB08893,8,DB00432$h
2052,DB00500,DB01222,25,DB00362$h
2053,DB08881,DB00933,31,DB12483$h
2054,DB01089,DB08932,66,DB00211$t
2055,DB01026,DB08827,9,DB01019$t
2056,DB00963,DB00210,25,DB06193$t
2057,DB00486,DB01320,53,DB05630$h
2058,DB00656,DB01624,75,DB00647$h
2059,DB00224,DB08860,5,DB00883$h
2060,DB08867,DB00378,12,DB00593$h
2061,DB00907,DB06701,5,DB00345$h
2062,DB00647,DB01098,9,DB05630$t
2063,DB00246,DB09017,25,DB11581$h
2064,DB01215,DB01624,25,DB00571$t
2065,DB00844,DB09034,53,DB00389$t
2066,DB00734,DB01215,25,DB09257$h
2067,DB06196,DB00764,25,DB01032$t
2068,DB08881,DB02959,31,DB00514$t
2069,DB00210,DB00288,25,DB00213$t
2070,DB01236,DB00726,25,DB01416$h
2071,DB00231,DB01159,25,DB09265$h
2072,DB00647,DB01161,25,DB00559$t
2073,DB02709,DB08954,47,DB04572$t
2074,DB00734,DB09097,12,DB09543$t
2075,DB00899,DB00933,25,DB00855$h
2076,DB09232,DB00968,25,DB01260$t
2077,DB08880,DB01210,34,DB01364$h
2078,DB01161,DB00726,25,DB01067$t
2079,DB00343,DB01085,5,DB01060$h
2080,DB09072,DB04908,53,DB00358$h
2081,DB00246,DB06789,5,DB08807$t
2082,DB08880,DB01421,14,DB01212$h
2083,DB08880,DB08860,9,DB01424$h
2084,DB09072,DB01041,53,DB00715$h
2085,DB01233,DB01210,51,DB00832$t
2086,DB08893,DB00843,5,DB01135$t
2087,DB00700,DB00734,66,DB00683$h
2088,DB09074,DB08867,9,DB00185$h
2089,DB01240,DB08808,66,DB00826$h
2090,DB00371,DB00967,25,DB06723$t
2091,DB06737,DB01380,25,DB00227$h
2092,DB01236,DB09034,53,DB09330$h
2093,DB08912,DB08860,8,DB00703$t
2094,DB00549,DB00726,5,DB08971$h
2095,DB01021,DB09236,66,DB01256$h
2096,DB12364,DB00821,26,DB01059$h
2097,DB00210,DB00498,45,DB12026$t
2098,DB00896,DB08804,57,DB00267$t
2099,DB00246,DB00960,5,DB00166$h
2100,DB04948,DB01113,25,DB09137$h
2101,DB00312,DB09204,8,DB01147$h
2102,DB01395,DB00498,33,DB09020$h
2103,DB09054,DB01261,5,DB00565$h
2104,DB01587,DB00472,25,DB00290$t
2105,DB06212,DB09279,60,DB00322$t
2106,DB00343,DB01418,5,DB08811$h
2107,DB00962,DB00967,25,DB00689$t
2108,DB09323,DB00428,8,DB04896$h
2109,DB09280,DB00700,6,DB06718$h
2110,DB01440,DB09224,25,DB00630$h
2111,DB00800,DB00697,25,DB00182$t
2112,DB01320,DB00957,12,DB09042$t
2113,DB00932,DB08893,5,DB01232$t
2114,DB08933,DB11613,9,DB08796$h
2115,DB06712,DB01210,25,DB08806$h
2116,DB08933,DB01159,9,DB06589$h
2117,DB00907,DB00967,25,DB08865$t
2118,DB08912,DB13874,8,DB01009$h
2119,DB00210,DB01172,14,DB00880$t
2120,DB00963,DB08970,25,DB08932$h
2121,DB00224,DB00422,5,DB00198$h
2122,DB09279,DB01088,25,DB00669$t
2123,DB00422,DB09236,34,DB09488$h
2124,DB01558,DB01159,25,DB01400$h
2125,DB09227,DB00678,25,DB00230$t
2126,DB00607,DB01172,8,DB00548$t
2127,DB00296,DB00903,25,DB01175$h
2128,DB08984,DB01275,34,DB00080$h
2129,DB01220,DB09090,8,DB06626$t
2130,DB00996,DB09034,53,DB09087$h
2131,DB09279,DB06737,25,DB08872$t
2132,DB00726,DB01137,75,DB09204$h
2133,DB00932,DB00422,5,DB01077$h
2134,DB09215,DB00428,14,DB01023$t
2135,DB09280,DB00593,6,DB00228$h
2136,DB08933,DB00932,9,DB01044$t
2137,DB09279,DB00964,25,DB01606$t
2138,DB09204,DB01210,25,DB04743$h
2139,DB00246,DB00967,25,DB00541$h
2140,DB00224,DB06772,9,DB00586$h
2141,DB00246,DB01380,5,DB00400$h
2142,DB09039,DB00757,5,DB01337$t
2143,DB00844,DB00656,25,DB00827$h
2144,DB06196,DB00960,34,DB00314$h
2145,DB01215,DB00967,25,DB01297$t
2146,DB00296,DB00964,25,DB00336$t
2147,DB09272,DB01098,9,DB00645$h
2148,DB08981,DB00158,12,DB00255$t
2149,DB00962,DB01624,25,DB00685$t
2150,DB06772,DB00642,25,DB00523$h
2151,DB01167,DB08893,5,DB08934$h
2152,DB01088,DB00421,25,DB00199$h
2153,DB09215,DB00253,25,DB01009$t
2154,DB08881,DB08860,9,DB08819$t
2155,DB08976,DB06196,25,DB01378$t
2156,DB00933,DB01041,53,DB00960$h
2157,DB00469,DB00598,34,DB00384$h
2158,DB00332,DB08893,25,DB09276$t
2159,DB00227,DB08820,9,DB01058$t
2160,DB09065,DB01587,5,DB11254$t
2161,DB00933,DB00726,25,DB06777$h
2162,DB00337,DB00903,37,DB06243$t
2163,DB00337,DB00290,25,DB00753$h
2164,DB00690,DB00508,25,DB09320$t
2165,DB00764,DB01155,25,DB12070$t
2166,DB00749,DB01395,60,DB08994$t
2167,DB09065,DB00255,8,DB01197$t
2168,DB00633,DB04908,25,DB00915$h
2169,DB01558,DB09034,53,DB01135$h
2170,DB00224,DB01395,9,DB06786$h
2171,DB01215,DB09224,25,DB00150$t
2172,DB01240,DB00775,47,DB01070$t
2173,DB08912,DB00734,8,DB13231$h
2174,DB08984,DB00467,71,DB01042$t
2175,DB09120,DB00724,5,DB00903$h
2176,DB01075,DB00697,25,DB01124$t
2177,DB01380,DB00136,12,DB00176$h
2178,DB00210,DB01240,12,DB00715$h
2179,DB00472,DB04871,5,DB09224$h
2180,DB08880,DB01155,71,DB00871$h
2181,DB09275,DB08860,8,DB09220$h
2182,DB00469,DB01275,34,DB06820$h
2183,DB00381,DB01021,66,DB00982$h
2184,DB01167,DB00199,5,DB00604$t
2185,DB00744,DB09204,34,DB00205$h
2186,DB00734,DB00491,12,DB00333$t
2187,DB00486,DB00543,53,DB01102$h
2188,DB00680,DB00960,66,DB00512$h
2189,DB01026,DB12026,5,DB09352$h
2190,DB00381,DB00800,66,DB00908$t
2191,DB00821,DB00288,25,DB01377$h
2192,DB06212,DB09477,60,DB00826$t
2193,DB01587,DB01098,9,DB00859$t
2194,DB09330,DB01159,9,DB01033$t
2195,DB08804,DB01268,63,DB11342$t
2196,DB00312,DB01558,6,DB01030$h
2197,DB00996,DB01159,25,DB08860$h
2198,DB08820,DB01036,9,DB01171$h
2199,DB09280,DB09330,8,DB06698$h
2200,DB00849,DB09477,66,DB09215$h
2201,DB00337,DB04272,45,DB06701$t
2202,DB00967,DB00472,25,DB08947$t
2203,DB00897,DB00472,25,DB00602$t
2204,DB08880,DB01407,8,DB09279$t
2205,DB08911,DB08912,25,DB00184$h
2206,DB01320,DB01418,45,DB00384$t
2207,DB04552,DB00620,25,DB01111$t
2208,DB00224,DB00549,5,DB01582$t
2209,DB08893,DB00734,5,DB00635$h
