,Drug1_ID,Drug2_ID,Y,Neg samples
4821,DB00794,DB08820,8,DB13783$h
4822,DB00903,DB04920,25,DB05265$h
4823,DB08797,DB09084,25,DB06709$h
4824,DB08820,DB01256,9,DB00790$h
4825,DB09275,DB00191,14,DB01400$h
4826,DB09040,DB09236,25,DB11148$h
4827,DB01034,DB00243,9,DB00882$h
4828,DB04552,DB00955,14,DB00744$t
4829,DB00472,DB00310,65,DB08912$h
4830,DB09244,DB00519,66,DB01089$h
4831,DB00850,DB01159,25,DB08828$h
4832,DB00214,DB01203,25,DB01223$t
4833,DB08976,DB00524,12,DB01143$t
4834,DB00247,DB13139,25,DB00952$t
4835,DB00462,DB00273,25,DB01092$h
4836,DB08881,DB06228,9,DB09156$t
4837,DB00968,DB01162,25,DB00849$t
4838,DB01236,DB00344,25,DB09071$h
4839,DB00996,DB09286,25,DB09014$t
4840,DB00844,DB00413,77,DB06145$t
4841,DB01026,DB04920,25,DB00374$t
4842,DB00668,DB01021,64,DB00233$t
4843,DB00674,DB00757,75,DB00937$t
4844,DB00224,DB00912,9,DB09090$t
4845,DB09017,DB01176,25,DB01501$h
4846,DB00749,DB06739,25,DB01409$t
4847,DB09281,DB00391,8,DB01202$h
4848,DB06206,DB00957,8,DB06274$h
4849,DB01440,DB01149,25,DB01424$t
4850,DB01075,DB01018,25,DB01275$t
4851,DB00531,DB00530,17,DB01183$h
4852,DB00806,DB00678,66,DB00503$t
4853,DB08881,DB06203,8,DB01012$t
4854,DB00371,DB00541,9,DB01274$t
4855,DB00881,DB00469,25,DB01245$t
4856,DB01124,DB00338,5,DB00800$h
4857,DB01211,DB01159,5,DB01353$t
4858,DB01201,DB00708,6,DB02300$h
4859,DB01319,DB08827,9,DB09212$h
4860,DB04951,DB00253,25,DB05109$t
4861,DB05521,DB00744,5,DB00924$h
4862,DB00440,DB01220,9,DB13450$t
4863,DB00486,DB00187,25,DB08889$h
4864,DB00436,DB00964,25,DB01296$h
4865,DB08981,DB00694,14,DB01229$t
4866,DB00615,DB00678,6,DB09214$h
4867,DB08893,DB00997,9,DB06261$t
4868,DB09279,DB04743,25,DB09225$h
4869,DB00333,DB00843,5,DB01215$t
4870,DB09330,DB00444,9,DB06480$h
4871,DB00904,DB09224,25,DB01384$h
4872,DB00422,DB00270,34,DB01610$t
4873,DB09280,DB00784,9,DB01088$t
4874,DB00418,DB01159,6,DB01390$h
4875,DB01399,DB00960,34,DB08795$h
4876,DB04868,DB06712,5,DB06717$h
4877,DB00338,DB08931,8,DB00211$t
4878,DB00795,DB09215,25,DB01039$h
4879,DB09048,DB04871,9,DB08824$t
4880,DB01628,DB01203,34,DB00598$h
4881,DB00919,DB09138,62,DB06691$t
4882,DB09286,DB00726,25,DB06813$t
4883,DB08912,DB00180,8,DB00472$h
4884,DB00178,DB05676,25,DB06766$t
4885,DB06772,DB00665,25,DB01080$t
4886,DB08880,DB00921,5,DB09352$t
4887,DB08984,DB09288,25,DB00266$h
4888,DB00877,DB00412,12,DB01073$h
4889,DB09065,DB00820,9,DB09223$h
4890,DB00772,DB01297,51,DB08797$t
4891,DB01002,DB00960,25,DB01406$h
4892,DB08881,DB08889,9,DB00968$t
4893,DB00508,DB09118,25,DB01128$h
4894,DB00749,DB00814,25,DB00623$h
4895,DB00814,DB00821,25,DB08967$h
4896,DB01261,DB04574,8,DB01262$h
4897,DB00255,DB00687,9,DB06243$t
4898,DB06772,DB04845,25,DB01357$h
4899,DB01154,DB00909,25,DB00817$h
4900,DB00651,DB00690,12,DB01105$t
4901,DB00270,DB08932,5,DB08906$h
4902,DB00246,DB00474,25,DB00465$t
4903,DB01026,DB00248,5,DB01267$h
4904,DB00625,DB00227,8,DB06826$h
4905,DB00227,DB01120,5,DB00740$t
4906,DB00684,DB01245,76,DB00799$t
4907,DB08881,DB00908,9,DB00460$t
4908,DB06708,DB00327,5,DB01189$h
4909,DB00469,DB01214,34,DB00317$t
4910,DB01260,DB00136,12,DB12332$h
4911,DB01340,DB00500,25,DB08807$t
4912,DB01238,DB01154,25,DB05266$t
4913,DB01211,DB04855,9,DB11148$t
4914,DB01167,DB11614,5,DB09091$h
4915,DB00246,DB12267,5,DB04841$h
4916,DB08881,DB00482,8,DB00287$h
4917,DB00381,DB00742,25,DB00909$h
4918,DB00849,DB00344,6,DB01400$h
4919,DB00343,DB00657,25,DB00153$t
4920,DB08984,DB00880,12,DB13595$h
4921,DB01355,DB00957,12,DB01303$t
4922,DB00774,DB00968,66,DB06410$h
4923,DB06697,DB00598,5,DB00820$h
4924,DB04948,DB01295,50,DB00649$t
4925,DB00445,DB01337,76,DB00523$t
4926,DB00246,DB00361,5,DB00432$t
4927,DB00188,DB00234,5,DB04570$h
4928,DB09120,DB06589,5,DB09000$h
4929,DB09215,DB08906,25,DB00910$t
4930,DB01320,DB00615,6,DB01400$h
4931,DB01026,DB00814,5,DB00811$h
4932,DB00343,DB00281,5,DB11989$t
4933,DB00343,DB01078,50,DB00228$t
4934,DB09215,DB00682,45,DB01133$t
4935,DB01092,DB08875,16,DB01291$h
4936,DB00794,DB09073,8,DB01601$h
4937,DB00899,DB00590,25,DB09322$t
4938,DB00270,DB08808,66,DB01000$h
4939,DB00842,DB00962,25,DB00252$h
4940,DB00960,DB01136,73,DB08938$t
4941,DB00962,DB00476,25,DB09277$t
4942,DB00549,DB00307,5,DB00179$t
4943,DB00421,DB00575,41,DB00873$h
4944,DB00314,DB06696,72,DB00560$t
4945,DB08867,DB00304,12,DB09283$h
4946,DB09218,DB00421,34,DB06774$t
4947,DB09281,DB00191,14,DB00570$t
4948,DB00940,DB01036,25,DB00841$h
4949,DB00188,DB00700,9,DB09288$h
4950,DB09352,DB01075,39,DB00726$h
4951,DB00541,DB01220,9,DB04339$h
4952,DB09214,DB01600,25,DB08994$h
4953,DB00418,DB00690,25,DB00830$t
4954,DB01098,DB05109,70,DB01082$h
4955,DB00238,DB01395,8,DB00126$t
4956,DB09245,DB06268,66,DB01618$h
4957,DB01240,DB01612,25,DB09084$h
4958,DB00681,DB01236,25,DB08932$h
4959,DB00899,DB09345,25,DB00956$h
4960,DB00690,DB00215,25,DB01078$h
4961,DB04855,DB00240,5,DB06786$h
4962,DB01380,DB01124,12,DB08965$h
4963,DB01199,DB01591,25,DB00120$h
4964,DB00312,DB09342,25,DB01103$h
4965,DB01149,DB08827,9,DB00979$h
4966,DB08933,DB00216,9,DB09008$t
4967,DB00680,DB01214,66,DB00415$t
4968,DB09017,DB13323,25,DB00948$t
4969,DB01034,DB01115,25,DB01090$h
4970,DB01370,DB00933,0,DB11574$h
4971,DB00631,DB00960,25,DB09084$h
4972,DB08933,DB00949,9,DB00856$t
4973,DB00605,DB02709,25,DB00158$t
4974,DB06706,DB00750,25,DB12598$t
4975,DB00814,DB01578,14,DB00314$t
4976,DB04840,DB00968,66,DB00223$t
4977,DB01320,DB05246,6,DB00728$h
4978,DB00735,DB01077,25,DB01764$h
4979,DB01026,DB01136,9,DB00441$h
4980,DB01319,DB08875,5,DB00873$h
4981,DB01059,DB01098,9,DB09102$t
4982,DB00500,DB00866,34,DB00250$h
4983,DB00708,DB00875,25,DB00545$t
4984,DB01236,DB00298,25,DB01044$t
4985,DB00960,DB06292,25,DB08947$t
4986,DB09296,DB00921,9,DB00239$h
4987,DB09280,DB00358,6,DB01073$h
4988,DB01041,DB08822,25,DB06268$t
4989,DB00699,DB01764,25,DB00564$h
4990,DB01023,DB00784,5,DB00176$t
4991,DB00363,DB06402,75,DB12267$t
4992,DB01466,DB00697,25,DB01294$t
4993,DB00246,DB00805,5,DB01622$t
4994,DB00474,DB04908,25,DB00236$h
4995,DB01320,DB00793,8,DB00539$h
4996,DB01072,DB00700,9,DB00714$t
4997,DB09118,DB08875,9,DB00783$h
4998,DB00996,DB11609,25,DB09300$t
4999,DB00433,DB00708,25,DB00339$t
5000,DB01167,DB00663,9,DB00692$t
5001,DB09054,DB00612,5,DB06706$h
5002,DB00559,DB00778,8,DB00241$t
5003,DB01115,DB01275,25,DB00925$h
5004,DB00647,DB00904,25,DB00494$h
5005,DB00503,DB04878,12,DB09289$t
5006,DB09330,DB01628,9,DB00233$h
5007,DB00715,DB01297,9,DB00232$t
5008,DB00647,DB09068,25,DB01021$h
5009,DB00647,DB01114,25,DB04894$t
5010,DB00572,DB01337,25,DB00590$t
5011,DB00592,DB01251,12,DB13179$t
5012,DB11126,DB09232,12,DB00301$t
5013,DB09073,DB00324,9,DB01045$h
5014,DB04948,DB09038,25,DB04842$t
5015,DB08864,DB09078,75,DB00395$t
5016,DB00246,DB00377,5,DB01193$t
5017,DB06412,DB01418,45,DB01599$t
5018,DB00296,DB01466,25,DB00410$h
5019,DB00264,DB00384,25,DB11730$t
5020,DB01009,DB00960,34,DB01229$h
5021,DB00343,DB00695,25,DB01254$h
5022,DB01628,DB08981,25,DB00779$t
5023,DB06414,DB04871,5,DB00175$h
5024,DB04743,DB00227,25,DB01217$t
5025,DB09084,DB04898,45,DB00126$t
5026,DB00907,DB01227,25,DB00456$h
5027,DB08912,DB06148,8,DB01041$h
5028,DB00264,DB00726,5,DB00748$t
5029,DB01026,DB00556,75,DB09068$h
5030,DB00224,DB01173,5,DB00253$t
5031,DB01014,DB01172,14,DB05316$h
5032,DB08880,DB00476,8,DB00428$h
5033,DB09118,DB08912,9,DB00357$t
5034,DB00489,DB00184,25,DB00847$h
5035,DB00496,DB08893,25,DB00865$t
5036,DB01192,DB01161,25,DB00741$h
5037,DB00619,DB08922,5,DB00319$h
5038,DB00326,DB00710,8,DB00250$t
5039,DB01043,DB00960,51,DB01203$h
5040,DB08933,DB00836,9,DB04840$t
5041,DB00805,DB01275,66,DB09123$h
5042,DB00508,DB00985,25,DB11613$t
5043,DB09074,DB09291,5,DB09269$h
5044,DB13025,DB00967,25,DB00388$t
5045,DB08865,DB06403,5,DB00906$h
5046,DB00708,DB01545,25,DB08799$h
5047,DB00196,DB00412,5,DB08967$t
5048,DB09477,DB00703,25,DB00875$t
5049,DB01037,DB09477,66,DB01185$h
5050,DB04855,DB06203,5,DB01236$h
5051,DB00433,DB00962,25,DB01319$h
5052,DB00227,DB09101,5,DB01577$t
5053,DB08899,DB00317,8,DB00182$t
5054,DB00312,DB01144,66,DB00126$t
5055,DB00263,DB08820,9,DB00741$t
5056,DB00623,DB00422,25,DB01218$h
5057,DB08933,DB00188,9,DB00315$h
5058,DB08938,DB01380,3,DB01685$h
5059,DB01149,DB04871,5,DB00218$t
5060,DB01591,DB01175,75,DB06209$t
5061,DB00433,DB01297,66,DB06767$h
5062,DB01192,DB00593,25,DB01320$t
5063,DB01226,DB01380,42,DB00690$h
5064,DB00497,DB00985,25,DB01256$t
5065,DB00474,DB01236,25,DB00670$h
5066,DB09054,DB01259,9,DB00542$t
5067,DB00976,DB00136,5,DB01170$h
5068,DB00227,DB01020,5,DB01018$h
5069,DB00633,DB00571,50,DB00474$t
5070,DB01078,DB01137,16,DB08864$h
5071,DB12332,DB01236,5,DB00307$h
5072,DB09330,DB00499,9,DB09277$t
5073,DB09215,DB00521,34,DB09054$t
5074,DB00678,DB11560,5,DB01089$h
5075,DB03754,DB00530,8,DB00787$h
5076,DB00343,DB06695,10,DB12278$t
5077,DB01320,DB00624,6,DB13872$h
5078,DB08880,DB00252,5,DB00235$h
5079,DB00231,DB00753,25,DB00251$t
5080,DB00502,DB00588,25,DB00850$t
5081,DB01364,DB01407,25,DB01096$h
5082,DB08820,DB06695,10,DB00295$t
5083,DB00633,DB01612,25,DB06216$t
5084,DB06196,DB01324,12,DB06212$t
5085,DB09218,DB01222,25,DB01614$h
5086,DB00412,DB00201,5,DB09242$t
5087,DB00678,DB09235,66,DB00535$h
5088,DB01587,DB09128,25,DB01097$h
5089,DB00999,DB01113,25,DB05812$h
5090,DB09167,DB00960,5,DB09097$h
5091,DB01026,DB06742,5,DB01096$h
5092,DB00962,DB00980,25,DB04574$h
5093,DB00409,DB06716,25,DB01321$h
5094,DB07615,DB00588,25,DB00368$t
5095,DB09330,DB00586,9,DB08931$h
5096,DB00959,DB06819,12,DB09082$t
5097,DB08893,DB09128,9,DB01558$h
5098,DB08933,DB01223,9,DB04846$h
5099,DB01104,DB01181,5,DB08827$h
5100,DB01189,DB00697,25,DB00337$t
5101,DB00899,DB00181,25,DB09075$t
5102,DB08881,DB01126,8,DB09083$h
5103,DB00564,DB01380,6,DB06716$h
5104,DB00687,DB00491,12,DB01042$t
5105,DB00962,DB00752,25,DB08883$t
5106,DB09227,DB08931,25,DB01291$t
5107,DB01440,DB01452,25,DB00134$h
5108,DB04896,DB00749,47,DB00817$t
5109,DB01587,DB01069,25,DB01094$h
5110,DB04573,DB02187,9,DB08934$t
5111,DB00207,DB00724,5,DB03615$t
5112,DB01036,DB08897,44,DB00651$h
5113,DB01597,DB00227,9,DB11596$h
5114,DB00343,DB00997,9,DB00905$t
5115,DB01609,DB00250,8,DB09112$h
5116,DB00744,DB00814,25,DB00585$h
5117,DB00782,DB00670,25,DB00747$t
5118,DB00257,DB01026,5,DB01577$h
5119,DB00296,DB00413,77,DB01107$t
5120,DB01201,DB00338,6,DB09063$h
5121,DB00860,DB01251,12,DB06144$t
5122,DB00502,DB01041,53,DB00943$t
5123,DB13179,DB01220,9,DB01063$h
5124,DB08943,DB01244,25,DB00413$t
5125,DB09041,DB01023,25,DB01338$h
5126,DB09280,DB00636,6,DB01175$h
5127,DB00014,DB00472,75,DB08941$t
5128,DB09215,DB04846,34,DB01095$h
5129,DB00384,DB00722,25,DB01597$t
5130,DB02638,DB08808,66,DB00591$t
5131,DB00625,DB06212,9,DB00742$t
5132,DB08865,DB00381,5,DB00206$h
5133,DB09280,DB00947,6,DB01077$h
5134,DB00206,DB00371,25,DB06210$h
5135,DB01088,DB00350,66,DB00537$t
5136,DB00343,DB00324,5,DB00896$t
5137,DB00619,DB00588,5,DB01051$h
5138,DB01088,DB00270,66,DB00245$h
5139,DB00656,DB00215,75,DB01053$t
5140,DB00343,DB01030,9,DB01215$t
5141,DB00678,DB00327,5,DB04846$h
5142,DB00337,DB01033,25,DB01421$h
5143,DB00924,DB00647,25,DB00401$h
5144,DB01267,DB04878,12,DB00310$t
5145,DB00436,DB01244,66,DB01159$t
5146,DB06772,DB00276,25,DB09018$h
5147,DB01047,DB06819,12,DB09049$t
5148,DB00963,DB00232,12,DB01597$h
5149,DB01017,DB01053,12,DB02187$h
5150,DB05521,DB00726,5,DB01164$h
5151,DB00224,DB00877,5,DB01043$t
5152,DB11609,DB09272,55,DB01227$t
5153,DB09280,DB01192,6,DB08875$h
5154,DB09280,DB08882,8,DB00842$t
5155,DB08880,DB00850,8,DB08994$t
5156,DB01088,DB01018,66,DB01234$t
5157,DB09280,DB01149,6,DB01029$h
5158,DB00371,DB06594,25,DB01039$t
5159,DB08880,DB02187,25,DB06207$t
5160,DB00234,DB00997,9,DB08800$t
5161,DB00408,DB01440,25,DB00320$t
5162,DB00657,DB08893,25,DB06825$t
5163,DB01167,DB06155,5,DB08897$h
5164,DB00333,DB01155,75,DB09042$h
5165,DB09040,DB09232,25,DB00231$h
5166,DB08984,DB08991,25,DB00633$t
5167,DB00488,DB00540,73,DB01563$t
5168,DB01095,DB00936,5,DB11636$t
5169,DB01012,DB06701,5,DB00397$t
5170,DB01558,DB01069,25,DB01093$t
5171,DB00962,DB09342,25,DB00491$t
5172,DB00605,DB04272,45,DB03615$t
5173,DB06723,DB00933,0,DB08970$h
5174,DB09072,DB00370,53,DB01092$h
5175,DB00951,DB01107,5,DB00710$t
5176,DB01232,DB06402,75,DB01165$t
5177,DB00420,DB00897,25,DB01436$h
5178,DB00670,DB08893,25,DB00362$h
5179,DB00224,DB01238,9,DB00380$t
5180,DB00831,DB01227,25,DB11699$h
5181,DB01250,DB00491,63,DB00523$t
5182,DB00158,DB01174,8,DB09071$t
5183,DB00854,DB00697,25,DB00787$t
5184,DB01154,DB04953,25,DB09018$h
5185,DB00892,DB01618,25,DB00492$h
5186,DB00628,DB04908,25,DB01022$h
5187,DB00472,DB05541,5,DB06401$t
5188,DB00605,DB00421,34,DB00221$h
5189,DB06697,DB01591,5,DB00453$h
5190,DB00519,DB00661,5,DB00836$t
5191,DB00243,DB01098,5,DB01558$h
5192,DB07615,DB01137,71,DB00275$t
5193,DB01167,DB01165,75,DB00259$t
5194,DB00388,DB06152,25,DB00691$t
5195,DB00628,DB00933,25,DB09198$t
5196,DB00861,DB01421,14,DB00773$t
5197,DB00381,DB01054,66,DB00351$h
5198,DB05676,DB00612,34,DB09120$t
5199,DB04871,DB01074,5,DB00027$t
5200,DB01124,DB00843,5,DB00928$h
5201,DB00275,DB00633,25,DB00441$t
5202,DB01130,DB00685,25,DB00428$t
5203,DB01268,DB00908,75,DB01226$h
5204,DB00238,DB00246,6,DB01088$h
5205,DB06723,DB08912,8,DB11636$t
5206,DB02709,DB09026,34,DB00808$h
5207,DB06724,DB00817,0,DB00655$t
5208,DB09245,DB00412,63,DB11619$t
5209,DB04861,DB01274,36,DB01036$h
5210,DB00295,DB00598,25,DB01511$t
5211,DB00401,DB06212,9,DB13874$t
5212,DB06402,DB00215,75,DB08938$h
5213,DB06201,DB00996,25,DB01511$h
5214,DB01396,DB00467,16,DB00320$h
5215,DB00726,DB00998,25,DB00434$t
5216,DB08881,DB01384,8,DB00470$h
5217,DB08797,DB00498,45,DB00612$t
5218,DB09073,DB00586,9,DB00115$t
5219,DB00281,DB00656,25,DB06217$h
5220,DB01407,DB06152,25,DB09091$t
5221,DB00554,DB00903,37,DB00529$t
5222,DB00246,DB01248,5,DB00937$t
5223,DB09198,DB00170,5,DB00231$h
5224,DB00726,DB01030,9,DB01206$t
5225,DB02709,DB00720,25,DB00419$h
5226,DB06772,DB09031,25,DB06816$t
5227,DB01220,DB00603,8,DB01366$h
5228,DB01203,DB04920,25,DB11793$t
5229,DB01116,DB00343,66,DB11915$t
5230,DB09065,DB06713,9,DB00951$h
5231,DB01088,DB00492,66,DB00834$h
5232,DB09280,DB00862,6,DB00953$h
5233,DB00620,DB08882,12,DB13139$t
5234,DB09330,DB01028,9,DB01620$h
5235,DB08933,DB12001,9,DB02300$t
5236,DB00500,DB01014,20,DB00163$t
5237,DB09065,DB01219,5,DB00223$h
5238,DB00312,DB00277,6,DB09153$h
5239,DB00697,DB08865,75,DB00573$h
5240,DB04855,DB00277,5,DB00259$h
5241,DB00708,DB00393,25,DB12001$h
5242,DB00421,DB00397,41,DB01087$h
5243,DB09232,DB08907,25,DB05246$t
5244,DB00793,DB09230,25,DB01288$t
5245,DB08820,DB06414,9,DB04711$h
5246,DB00318,DB00384,25,DB00184$t
5247,DB00696,DB13139,25,DB00709$t
5248,DB05812,DB00697,9,DB09224$h
5249,DB00322,DB01036,5,DB00488$h
5250,DB06716,DB01202,25,DB08938$t
5251,DB09054,DB00546,5,DB01029$t
5252,DB01081,DB00903,25,DB06589$h
5253,DB06789,DB09038,12,DB00615$t
5254,DB01320,DB00910,6,DB08947$h
5255,DB00356,DB00726,25,DB01232$h
5256,DB09280,DB00502,8,DB06196$t
5257,DB08933,DB06216,9,DB00465$h
5258,DB00912,DB06212,9,DB08912$h
5259,DB04743,DB00764,25,DB00864$h
5260,DB08820,DB06770,9,DB09256$t
5261,DB09054,DB01253,5,DB03619$h
5262,DB00734,DB00750,25,DB00759$h
5263,DB08933,DB01198,9,DB00816$t
5264,DB00537,DB01624,75,DB00418$t
5265,DB00744,DB00720,25,DB00675$h
5266,DB00753,DB00593,25,DB09516$h
5267,DB00180,DB00843,25,DB00631$h
5268,DB00199,DB01621,5,DB00152$h
5269,DB00960,DB06709,52,DB01282$t
5270,DB00744,DB00373,34,DB00493$t
5271,DB00688,DB01380,25,DB11315$h
5272,DB01009,DB01275,34,DB06771$h
5273,DB00545,DB00517,12,DB00188$t
5274,DB00933,DB09068,25,DB00649$t
5275,DB06201,DB08922,25,DB00764$t
5276,DB00514,DB08916,9,DB01002$h
5277,DB06772,DB01169,25,DB00742$h
5278,DB00409,DB00933,25,DB00364$h
5279,DB01319,DB08860,9,DB00680$t
5280,DB06802,DB01133,25,DB09198$h
5281,DB00199,DB00925,5,DB00201$h
5282,DB00932,DB08907,12,DB09118$h
5283,DB00604,DB09039,31,DB01685$h
5284,DB00237,DB00996,25,DB00732$h
5285,DB01233,DB01195,75,DB00453$h
5286,DB01159,DB00476,73,DB01117$t
5287,DB09295,DB08981,25,DB04868$t
5288,DB01116,DB08893,25,DB00761$h
5289,DB00936,DB00390,9,DB04946$t
5290,DB00433,DB00849,25,DB09055$t
5291,DB09073,DB12267,9,DB09227$t
5292,DB08881,DB06616,9,DB00935$t
5293,DB00182,DB09477,66,DB08993$t
5294,DB08933,DB00898,9,DB06767$h
5295,DB05676,DB01046,12,DB08965$h
5296,DB02638,DB06403,66,DB09055$t
5297,DB06725,DB08984,25,DB01169$t
5298,DB00321,DB00964,34,DB00602$t
5299,DB00393,DB00678,25,DB08933$t
5300,DB09073,DB01126,9,DB00841$t
5301,DB00333,DB08901,5,DB00657$h
5302,DB00844,DB01081,25,DB08439$h
5303,DB09291,DB13874,9,DB06781$h
5304,DB00625,DB09230,8,DB00962$h
5305,DB00528,DB01041,25,DB00975$h
5306,DB00907,DB00904,5,DB00450$t
5307,DB00555,DB09123,8,DB00623$h
5308,DB08883,DB00957,8,DB00193$h
5309,DB00708,DB00754,25,DB00271$t
5310,DB00482,DB08984,25,DB00588$h
5311,DB01170,DB08932,66,DB00278$t
5312,DB00246,DB00807,25,DB01581$t
5313,DB08881,DB01020,8,DB00492$t
5314,DB00996,DB01076,25,DB00451$t
5315,DB00625,DB00726,25,DB09078$h
5316,DB01264,DB01036,9,DB00940$h
5317,DB00656,DB08865,75,DB00977$h
5318,DB08893,DB01191,5,DB00813$t
5319,DB09477,DB08797,25,DB04938$t
5320,DB08981,DB13167,25,DB00385$h
5321,DB00486,DB04953,53,DB00851$t
5322,DB01072,DB08901,9,DB01058$h
5323,DB00210,DB11268,45,DB06212$t
5324,DB01021,DB00153,58,DB00753$t
5325,DB00849,DB01080,25,DB01210$t
5326,DB00508,DB06738,25,DB08901$h
5327,DB01053,DB00955,8,DB00525$h
5328,DB01401,DB00700,34,DB00827$t
5329,DB01159,DB01193,25,DB01016$h
5330,DB01192,DB06212,25,DB00198$h
5331,DB01558,DB08987,25,DB01071$h
5332,DB01263,DB06287,10,DB05266$t
5333,DB01167,DB01384,5,DB00586$h
5334,DB01045,DB00643,6,DB00239$h
5335,DB00899,DB00797,25,DB01084$t
5336,DB00474,DB01320,25,DB04878$t
5337,DB00418,DB00338,6,DB00957$h
5338,DB00852,DB00719,39,DB01006$h
5339,DB01053,DB01177,8,DB00238$t
5340,DB09281,DB01260,3,DB00316$h
5341,DB00421,DB00983,41,DB09230$h
5342,DB00289,DB01380,5,DB08801$h
5343,DB01041,DB00275,25,DB09048$h
5344,DB00445,DB01077,62,DB00323$t
5345,DB00582,DB06212,9,DB12598$t
5346,DB11609,DB00967,25,DB00259$t
5347,DB01591,DB00999,9,DB01600$h
5348,DB00862,DB01244,46,DB01321$h
5349,DB00500,DB00223,25,DB11921$h
5350,DB01685,DB01159,5,DB00484$t
5351,DB01015,DB00530,5,DB01599$h
5352,DB01591,DB00808,9,DB01232$h
5353,DB01009,DB09084,25,DB00190$t
5354,DB00468,DB00250,25,DB00837$h
5355,DB01201,DB00199,6,DB01118$h
5356,DB09120,DB01118,5,DB00222$h
5357,DB00656,DB01182,75,DB01215$t
5358,DB01463,DB00588,25,DB00504$h
5359,DB00880,DB01158,25,DB01151$t
5360,DB00337,DB09091,25,DB06795$h
5361,DB00285,DB00734,5,DB01068$h
5362,DB01167,DB09101,9,DB01263$t
5363,DB01234,DB00903,64,DB06782$h
5364,DB01452,DB00543,25,DB00799$t
5365,DB00991,DB11921,25,DB01183$h
5366,DB01072,DB01137,75,DB01359$t
5367,DB01026,DB06702,10,DB09040$t
5368,DB01117,DB00508,9,DB11342$t
5369,DB00381,DB00975,25,DB00761$t
5370,DB06605,DB01098,9,DB01339$h
5371,DB00334,DB00331,12,DB00209$t
5372,DB09232,DB00695,25,DB00841$h
5373,DB09073,DB01708,9,DB01331$t
5374,DB00588,DB00835,25,DB01034$h
5375,DB09242,DB00808,66,DB01204$h
5376,DB00390,DB09074,16,DB01624$h
5377,DB00556,DB00757,75,DB06203$t
5378,DB00647,DB06616,9,DB00214$h
5379,DB00645,DB09034,53,DB01242$t
5380,DB08893,DB06204,5,DB02300$t
5381,DB00221,DB00774,64,DB09235$h
5382,DB00246,DB00889,5,DB08913$t
5383,DB13167,DB01421,14,DB11256$t
5384,DB00981,DB03128,25,DB00623$h
5385,DB09065,DB00553,5,DB00308$t
5386,DB00343,DB00175,5,DB03754$h
5387,DB09280,DB00990,8,DB04835$h
5388,DB08981,DB12598,45,DB00236$t
5389,DB00795,DB08981,25,DB00987$h
5390,DB00620,DB00358,25,DB00257$h
5391,DB00932,DB01224,5,DB06794$h
5392,DB00940,DB09272,55,DB00575$t
5393,DB08933,DB04845,9,DB01207$t
5394,DB01186,DB08860,9,DB00177$t
5395,DB00491,DB00912,63,DB00335$t
5396,DB00214,DB01172,25,DB01135$t
5397,DB09048,DB08875,9,DB00747$t
5398,DB00899,DB00904,25,DB00413$h
5399,DB00321,DB00498,45,DB09014$t
5400,DB00549,DB06736,5,DB09268$h
5401,DB01188,DB00381,25,DB09267$t
5402,DB00520,DB09230,25,DB01065$h
5403,DB00925,DB00700,25,DB01579$h
5404,DB01167,DB00977,5,DB00844$t
5405,DB00333,DB00844,25,DB06766$h
5406,DB00608,DB03615,14,DB06287$t
5407,DB00318,DB01440,25,DB06697$h
5408,DB00833,DB09268,12,DB09048$t
5409,DB01268,DB09075,9,DB05528$t
5410,DB01320,DB00359,6,DB00823$h
5411,DB01435,DB00700,34,DB09093$t
5412,DB08880,DB00880,12,DB06777$t
5413,DB01320,DB11614,6,DB09009$h
5414,DB00381,DB00876,25,DB00541$t
5415,DB06636,DB00381,5,DB06789$h
5416,DB00903,DB00997,25,DB09060$h
5417,DB00343,DB00604,5,DB06335$h
5418,DB06636,DB00932,5,DB04878$h
5419,DB09054,DB04930,5,DB01164$t
5420,DB07615,DB01155,71,DB01087$t
5421,DB08820,DB01396,9,DB00484$t
5422,DB00899,DB00395,25,DB00758$h
5423,DB00384,DB00492,25,DB12026$h
5424,DB00210,DB00264,34,DB00717$t
5425,DB09215,DB00240,25,DB01393$h
5426,DB00231,DB00683,25,DB09414$t
5427,DB01609,DB00726,8,DB00629$t
5428,DB09120,DB09118,5,DB01116$t
5429,DB00472,DB00952,25,DB01332$t
5430,DB01167,DB08883,5,DB00855$h
5431,DB00957,DB01319,11,DB09244$h
5432,DB09279,DB01054,25,DB08811$t
5433,DB01320,DB01435,6,DB02703$h
5434,DB06216,DB01261,12,DB06480$t
5435,DB00681,DB09242,25,DB09225$t
5436,DB00412,DB09068,5,DB09256$h
5437,DB08881,DB00537,9,DB00196$t
5438,DB09054,DB00215,5,DB00724$h
5439,DB04855,DB04861,51,DB00592$h
5440,DB00422,DB01028,61,DB08906$h
5441,DB09072,DB01080,53,DB00361$h
5442,DB00598,DB00248,83,DB00933$t
5443,DB00877,DB00519,25,DB02701$t
5444,DB06412,DB00498,45,DB00519$t
5445,DB01024,DB01297,34,DB00203$h
5446,DB01321,DB00622,5,DB02513$h
5447,DB08912,DB00393,8,DB00279$h
5448,DB00320,DB01204,25,DB11079$t
5449,DB06716,DB09225,25,DB08965$h
5450,DB00991,DB00866,34,DB04835$h
5451,DB09073,DB06605,9,DB06699$h
5452,DB09054,DB00339,5,DB01191$h
5453,DB00338,DB01030,9,DB00964$t
5454,DB01032,DB00456,9,DB13925$t
5455,DB04743,DB00620,25,DB01297$t
