,smiles,ld50
1794,CCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,3.905
1795,CCOP(=S)(OCC)SCN1C(=O)CSC1=O,4.137
1796,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.636
1797,CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,3.614
1798,CCOP(=S)(OCC)SCn1c(=O)sc2ccccc21,3.543
1799,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.6930000000000005
1800,CCOP(=S)(OCC)SCS(=O)(=O)CC,5.235
1801,CCOP(=S)(OCC)SCS(=O)CC,5.14
1802,CCOP(=S)(OCC)SCSC(C)(C)C,5.256
1803,CCOP(=S)(OCC)SCSC(C)C,5.397
1804,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,3.933
1805,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,3.627
1806,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.703
1807,CCOP(=S)(OCC)SCSCC,5.416
1808,CCOP(=S)(OCC)SCSCc1ccccc1,4.73
1809,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,4.705
1810,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,4.471
1811,CCOP(=S)(SCC)SCC,1.818
1812,CCOP(C)(=O)SCCN(C)C,6.238
1813,CCOP(C)(=S)Oc1ccc2ncccc2c1,4.728
1814,CCOP(=O)(Cl)OCC,4.196000000000001
1815,CCOP(=S)(Cl)OCC,2.148
1816,CCOP(=S)(Cl)Cl,2.299
1817,CCOP(N)(=O)SC,4.492
1818,CCOP(=O)(O)Sc1ccc(C)cc1,3.667
1819,CCOC(=O)C(OP(OCC)OCC)C(C)=O,3.18
1820,CCOP(OCC)OCC,1.715
1821,CCOP(=S)(S)OCC,1.616
1822,CCOS(=O)(=O)OCC,2.244
1823,CCP(=O)(OC)Oc1ccc(C)cc1,2.654
1824,CCP(=O)(OC)Oc1ccc(C#N)cc1,5.46
1825,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.212999999999999
1826,CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,5.541
1827,CCP(=O)(OC)Oc1ccc(Cl)cc1,3.379
1828,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,4.005
1829,CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,4.5360000000000005
1830,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,3.658
1831,CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,4.109
1832,CCP(=S)(OC)Sc1ccc(C)cc1,3.423
1833,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,3.205
1834,CCP(=S)(OC)Sc1ccc(Cl)c(C)c1,3.499
1835,CCP(=S)(OC)Sc1ccccc1,3.412
1836,CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.648
1837,CCP(=S)(OC)SCSCSP(=S)(CC)OC,4.978
1838,CCP(=S)(OCC(C)C)Sc1ccc(Cl)cc1,3.726
1839,CCP(=S)(OCC(C)C)SCN1C(=O)c2ccccc2C1=O,3.678
1840,CCP(=S)(OCCCl)Oc1ccc(C#N)cc1,5.1610000000000005
1841,CCS,1.96
1842,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.96
1843,CCS(=O)(=O)CCOP(=S)(OC)OC,2.72
1844,CCS(=O)(=O)CCSP(=O)(OC)OC,3.908
1845,CCS(=O)CC(C)SP(=O)(OC)OC,3.403
1846,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,3.452
1847,CCS(=O)CCOP(=S)(OC)OC,2.613
1848,CCS(=O)CCSP(=O)(OC)OC,3.914
1849,CCS(=O)CCSP(=S)(OC)OC,3.419
1850,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,4.086
1851,CCSC(=O)N(CC(C)C)CC(C)C,1.735
1852,CCSC(=O)N(CC)C1CCCCC1,2.108
1853,CCSC(=O)N(CC)CC,2.605
1854,CCSC(=O)N1CCCCCC1,2.7060000000000004
1855,CCSC(=O)NC1CCCCC1,1.825
1856,CCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.349
1857,CCSC(=S)N(C)C,2.434
1858,CCSC(SCC)c1ccccc1OC(=O)NC,2.757
1859,CCSc1nc(NC(C)C)nc(NC(C)C)n1,1.816
1860,CCSCc1ccccc1OC(=O)NC,3.052
1861,CCSCCCl,2.694
1862,C=COCCSCC,1.429
1863,CCSCCOP(=S)(OC)OC,3.487
1864,CCSCCSP(=O)(OC)OC,3.76
1865,CCSCCSP(=S)(OC)OC,3.789
1866,CCSP(=O)(CC)SCC,3.82
1867,CCSP(=O)(CCl)SCC,3.796
1868,CCSP(SCC)SCC,2.781
1869,C=C[Si](Cl)(Cl)Cl,2.101
1870,Cl[Si](Cl)(Cl)c1ccccc1,1.947
1871,N#CCCC[Si](Cl)(Cl)Cl,1.855
1872,C=C(Cl)C(Cl)=C(Cl)Cl,2.659
1873,C=CC(=C)Cl,2.294
1874,C=C(Cl)c1ccc([N+](=O)[O-])cc1,2.4130000000000003
1875,O=C(Cl)C(Br)CBr,2.319
1876,O=C(Cl)C(Cl)(Cl)Cl,2.482
1877,O=C(Cl)C=CC(=O)Cl,2.276
1878,O=C(Cl)c1cccc(C(=O)Cl)c1,1.965
1879,O=C(Cl)c1cccc([N+](=O)[O-])c1,1.878
1880,O=C(Cl)Oc1cccc2ccccc12,1.909
1881,C=CCOC(=O)Cl,2.694
1882,ClC(Br)Br,2.39
1883,N#CC(Cl)(Cl)Cl,2.762
1884,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.043
1885,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.725
1886,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.86
1887,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,1.99
1888,ClC(Cl)(Cl)c1ccccc1,1.513
1889,ClC(Cl)(Cl)Cl,1.816
1890,O=C(OCC(Cl)(Cl)Cl)c1ccco1,2.608
1891,O=[N+]([O-])C(Cl)(Cl)Cl,2.818
1892,C=CCSC(=S)SC(Cl)(Cl)Cl,2.089
1893,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.595
1894,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,1.524
1895,ClC(Cl)(Cl)Sn1cccn1,2.793
1896,C=C(Cl)Cl,2.685
1897,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.462
1898,C=CC(Cl)=C(Cl)Cl,2.365
1899,ClC(Cl)=C(Cl)Cl,1.8
1900,S=C(Cl)Cl,2.093
1901,ClC(Cl)Br,2.252
1902,N#CC(Cl)Cl,2.523
1903,C=CCN(CC=C)C(=O)C(Cl)Cl,2.017
1904,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,1.435
1905,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl,1.93
1906,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,3.452
1907,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,2.145
1908,O=C(Cl)C(Cl)Cl,1.778
1909,ClC(Cl)C(Cl)Cl,2.322
1910,ClC(Cl)c1ccccc1,1.695
1911,ClC(Cl)Cl,2.119
1912,O=S(=O)(SC(Cl)(Cl)Cl)C(Cl)Cl,1.916
1913,C=CCl,2.097
1914,ClC=C(Cl)c1ccccc1,1.636
1915,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,2.277
1916,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.688
1917,O=[N+]([O-])c1ccccc1Cl,2.769
1918,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1.789
1919,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,3.152
1920,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.425
1921,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,2.322
1922,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.4290000000000003
1923,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.455
1924,Clc1ccc(Cl)c(Cl)c1Cl,2.267
1925,Clc1sc(Cl)c(Cl)c1Cl,3.5010000000000003
1926,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.029
1927,Clc1ccccc1Cl,2.468
1928,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,1.4980000000000002
1929,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.971
1930,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.371
1931,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.354
1932,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,5.662999999999999
1933,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,8.605
1934,Clc1cccc2ccccc12,2.024
1935,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,2.438
1936,O=[N+]([O-])c1cccc(Cl)c1,2.574
1937,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.732
1938,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,1.541
1939,Clc1cc(Cl)c(Cl)c(Cl)c1,2.097
1940,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,2.365
1941,Clc1ccc(Cl)c(Cl)c1,2.38
1942,Clc1cc(Cl)c(Cl)cc1Cl,2.158
1943,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1.47
1944,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.584
1945,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.482
1946,O=c1[nH]c2c(Cl)c(Cl)cc(Cl)c2o1,2.678
1947,Clc1cc(Cl)cc(Cl)c1,2.356
1948,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.5580000000000003
1949,O=C(c1ccc(Cl)cc1)c1ccccc1-c1ncc[nH]1,2.673
1950,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.61
1951,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,2.152
1952,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,2.155
1953,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,2.947
1954,O=[N+]([O-])c1ccc(Cl)cc1,2.574
1955,O=C1C=CC(=O)N1c1ccc(Cl)cc1,2.674
1956,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,2.799
1957,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,2.257
1958,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,2.318
1959,C=CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.138
1960,O=S(=O)(Cl)c1ccc(Cl)cc1,1.696
1961,O=Cc1ccc(Cl)cc1,1.951
1962,Clc1ccc(Cc2ccc(Cl)cc2)cc1,2.375
1963,O=[N+]([O-])c1cc(Cl)ccc1Cl,2.283
1964,Clc1ccc(Cl)cc1,2.468
1965,Clc1ccc(CSc2ccc(Cl)cc2)cc1,2.129
1966,O=CNc1ccc(Cl)cc1,2.317
1967,Clc1ccc(OCOc2ccc(Cl)cc2)cc1,1.6669999999999998
1968,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,2.181
1969,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,2.299
1970,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1.913
1971,Clc1ccc(SN=Nc2cc(Cl)c(Cl)cc2Cl)cc1,1.945
1972,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1.91
1973,O=c1[nH]c2cc(Cl)ccc2o1,2.347
1974,S=c1[nH]c2cc(Cl)ccc2o1,2.269
1975,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,3.0010000000000003
1976,Clc1cccc(C(Cl)(Cl)Cl)n1,2.39
1977,N#Cc1c(Cl)cccc1Cl,1.803
1978,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,2.733
1979,Clc1cccc(Cl)c1N=C1NCCN1,3.1660000000000004
1980,Clc1ccccc1,1.692
1981,N#CC(C#N)=Cc1ccccc1Cl,3.025
1982,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,2.009
1983,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,2.1830000000000003
1984,O=c1[nH]c2ccc(Cl)cc2o1,2.15
1985,O=c1[nH]c2cc(Cl)c(Br)cc2o1,2.696
1986,Clc1ccc2ocnc2c1,2.373
1987,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,10.207
1988,O=C1OC(=O)C2CC(Cl)=CCC12,1.741
1989,Clc1nc(Cl)nc(Cl)n1,2.58
1990,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.583
1991,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,1.939
1992,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.97
1993,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,4.414
1994,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.312
1995,ClC1CCC2SC1CCC2Cl,2.175
1996,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.933
1997,ClC1OCCOC1Cl,2.047
1998,ClCBr,1.413
1999,O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.69
2000,N#CCCl,2.536
2001,O=C(CCl)c1ccccc1,3.49
2002,ClCC(Br)CBr,3.143
2003,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,2.367
2004,O=CC(Cl)(Cl)CCl,2.8280000000000003
2005,C=C(Cl)CCl,2.54
2006,ClCC(Cl)=C(Cl)Cl,2.7110000000000003
2007,ClC=C(Cl)CCl,2.373
2008,ClCC(Cl)C(Cl)CCl,2.94
2009,O=CC(Cl)CCl,2.9
2010,ClCC(Cl)CCl,2.6630000000000003
2011,ClCC(Cl)Cl,2.2030000000000003
2012,O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl,2.1830000000000003
2013,O=S(=O)(C(Cl)CCl)C(Cl)CCl,3.017
2014,C=CCCl,2.039
2015,ClCC=CCCl,3.148
2016,ClC=CCCl,2.373
2017,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,2.753
2018,O=CCCl,3.02
2019,ClCC1(CCl)COC1,2.412
2020,ClCc1ccc(CCl)cc1,1.993
2021,ClCc1ccccc1,2.012
2022,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,3.299
2023,ClCC1OC1CCl,2.298
2024,ClCCBr,3.35
2025,N#CCCCl,2.952
2026,O=C1NC(CCCl)Oc2ccccc21,1.3259999999999998
2027,ClCCCBr,2.229
2028,ClCCCl,2.169
2029,O=[N+]([O-])c1ccc(OP(=O)(OCCCCl)OCCCCl)cc1,4.052
2030,ClCCl,1.725
2031,ClCCN(Cc1ccccc1)Cc1ccccc1,2.0340000000000003
2032,ClCCN(CCCl)c1ccccc1,2.96
2033,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,4.851
2034,ClCCN(CCCl)CCCl,4.612
2035,O=P1(N(CCCl)CCCl)OCCCN1CCCl,3.205
2036,O=NN(CCCl)C(=O)NC1CC2CCC1C2,3.471
2037,O=NN(CCCl)C(=O)NC1CCCCC1,3.524
2038,O=NN(CCCl)C(=O)NCCCl,4.029
2039,O=P1(NCCCl)OCCCN1CCCl,3.261
2040,ClCCO[SiH](OCCCl)OCCCl,3.149
2041,C=CC(=O)OCCCl,2.874
2042,C=COCCCl,2.63
2043,ClCCOCCCl,3.28
2044,ClCCOCCOCCCl,2.874
2045,ClCCOCCOCCOCCCl,3.109
2046,ClCCOCOCCCl,3.425
2047,C=CP(=O)(OCCCl)OCCCl,2.372
2048,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,4.104
2049,O=[N+]([O-])c1ccc(OP(=O)(OCCCl)OCCCl)cc1,3.968
2050,O=P(OCCCl)(OCCCl)OC1CC(C(Br)CBr)CCC1Cl,2.232
2051,O=P(OCCCl)(OCCCl)OC1CCC(C(Br)CBr)CC1Cl,2.232
2052,O=P(OCCCl)(OCCCl)OCCCl,2.366
2053,S=P(OCCCl)(OCCCl)OCCCl,2.5660000000000003
2054,ClCCOP(OCCCl)OCCCl,3.431
2055,O=S(=O)(Cl)CCCl,2.832
2056,ClCOCCl,2.738
2057,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,2.758
2058,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,2.227
2059,ClSC(Cl)(Cl)Cl,3.352
2060,C[N+]([O-])=NCOC1OC(CO)C(O)C(O)C1O,2.97
2061,C[N+](=O)[O-],1.812
2062,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,2.873
2063,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,1.732
2064,CC(=O)N(C)C(=O)Oc1cc(C)c(C)cc1Cl,1.806
2065,CC(=O)N(C)C(=O)Oc1cccc(C(C)(C)C)c1,2.397
2066,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,1.217
2067,CN(C)[Si](CC[Si](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,2.4530000000000003
2068,CN(C)C#N,2.681
2069,CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.543
2070,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.687
2071,CN(C)C(=O)c1cccc(-c2ccccc2)c1O,2.104
2072,CN(C)C(=O)c1ccccc1O,1.856
2073,CC(=O)CC(=O)N(C)C,0.757
2074,CN(C)C(=O)CCNc1ccc(Br)cc1,2.176
2075,CN(C)C(=O)N(C)N=O,2.738
2076,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.36
2077,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1.969
2078,Cc1ccc(NC(=O)N(C)C)cc1Cl,1.564
2079,CN(C)C(=O)Nc1ccc(Cl)cc1,2.276
2080,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1.895
2081,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.185
2082,CN(C)C(=O)Nc1ccccc1,1.409
2083,CN(C)C(=O)NC1CCCCCCC1,2.121
2084,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.377
2085,CN(C)C(=O)Oc1cccc2sccc12,3.813
2086,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,3.2460000000000004
2087,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,3.597
2088,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,3.983
2089,CN(C)C(=S)N(C)C,2.158
2090,Cc1cc(Cl)ccc1NC(=S)N(C)C,1.961
2091,Cc1cccc(NC(=S)N(C)C)c1,1.946
2092,CN(C)C(=S)SCN1CCOCC1,2.167
2093,CN(C)C(=S)SSC(=S)N(C)C,2.633
2094,CC(=O)N(C)C,1.247
2095,CN(C)C(Cc1ccccc1)c1ccccc1,3.037
2096,CN(C)C(=O)Cl,2.032
2097,CN(C)C(CSC(N)=O)CSC(N)=O,2.7960000000000003
2098,Cc1cc(Cl)ccc1N=CN(C)C,3.09
2099,CN(C)C=O,1.4169999999999998
2100,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.5860000000000003
2101,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,2.704
2102,CN(C)c1ccc(N=Nc2cccc(C(=O)O)c2)cc1,1.855
2103,Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,2.2030000000000003
2104,CN(C)c1ccc(N=Nc2ccccc2)cc1,3.052
2105,CN(C)c1ccc(SC#N)cc1,2.552
2106,CN(C)c1ccccc1,1.934
2107,CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.779
2108,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,2.174
2109,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,2.377
2110,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,1.982
2111,CN(C)C1CCCCC1,2.563
2112,CN(C)CC#N,3.2260000000000004
2113,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,2.547
2114,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,2.345
2115,CN(C)Cc1ccccc1,2.708
2116,CN(C)CC1CCCCC1,2.06
2117,CN(C)CCC#N,1.577
2118,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,3.367
2119,CC(C)=CCC(CCN(C)C)(C(N)=O)c1cccc2ccccc12,3.3560000000000003
2120,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,3.234
2121,CN(C)CCC=C1c2ccccc2CCc2ccccc21,2.938
2122,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,3.198
2123,CN(C)CCCN,1.7380000000000002
2124,CN(C)CCCN(C)C,2.502
2125,CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,2.217
2126,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,1.998
2127,CN(C)CCCN1c2ccccc2CCc2ccccc21,3.05
2128,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,2.565
2129,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.3510000000000004
2130,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2.7110000000000003
2131,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,2.202
2132,CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,2.023
2133,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4.101
2134,CN(C)CCCNCCCN(C)C,2.063
2135,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.513
2136,CN(C)CCN(C)C,1.867
2137,CN(C)CCN(C)CCN(C)C,2.027
2138,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,2.364
2139,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,3.128
2140,CN(C)CCN1CCN(C)CC1,2.081
2141,CN(C)CCNc1ncnc2ccccc12,2.509
2142,CN(C)CCO,1.649
2143,C=C(C)C(=O)OCCN(C)C,1.953
2144,CN(C)CCOC(=O)COc1ccc(Cl)cc1,1.996
2145,C=COCCN(C)C,2.806
2146,CN(C)CCOc1ccccc1Cc1ccccc1,2.483
2147,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,3.035
2148,CN(C)CCOCCN(C)C,2.175
2149,CN(C)CCOCCOCCN(C)C,1.859
2150,CN(C)N,2.693
2151,CN(C)[N+](=O)[O-],1.915
2152,CN(C)N(C)N=O,3.036
2153,Cc1ccccc1N=NN(C)C,2.669
2154,CN(C)N=Nc1ccccc1C(N)=O,3.536
2155,CN(C)N=Nc1[nH]cnc1C(N)=O,1.929
2156,Cc1cccc(N=NN(C)C)c1,2.736
2157,CN(C)N=Nc1ccc(Br)cc1,2.732
2158,Cc1ccc(N=NN(C)C)cc1,2.616
2159,CN(C)N=Nc1ccc(C(N)=O)cc1,3.551
2160,CN(C)N=Nc1ccc([N+](=O)[O-])cc1,2.067
2161,CN(C)N=Nc1ccc(Cl)cc1,2.705
2162,CN(C)N=Nc1ccc(F)cc1,2.71
2163,CN(C)N=Nc1ccc(I)cc1,2.681
2164,CC(=O)Nc1ccc(N=NN(C)C)cc1,2.607
2165,CN(C)N=Nc1ccccc1,2.682
2166,CN(C)N=NN(C)C,1.815
2167,CN(C)N=O,3.1060000000000003
2168,CN(C)NC(=O)CCC(=O)O,1.28
2169,CN(C)P(=O)(N(C)C)N(C)C,1.851
2170,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.758
2171,CN(C)P(=O)(F)N(C)C,5.188
2172,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,2.541
2173,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.824
2174,C=CN(C)C(C)=O,1.544
2175,C=CN(C)N=O,3.555
2176,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.865
2177,CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,2.102
2178,CN(C1CCCCC1)C1CCCCC1,2.641
2179,C#CCN(C)Cc1ccccc1,2.725
2180,CN(CC#N)N=O,3.343
2181,CN(CC(=O)O)N=O,1.3730000000000002
2182,C=CCN(C)N=O,2.469
2183,Cc1cccc(CN(C)N=O)c1,2.437
2184,Cc1ccc(CN(C)N=O)cc1,2.613
2185,CN(Cc1ccccc1)N=O,3.921
2186,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.527
2187,CN(CCC#N)CCC#N,2.188
2188,CN(CCc1ccccc1)N=O,3.534
2189,CN(CCCl)CCCl,4.1930000000000005
2190,CN(CCCN)CCCN,1.975
2191,CN(CCN(C)N=O)N=O,2.989
2192,CN(CCO)CCO,1.3969999999999998
2193,CC(=O)OCN(C)N=O,3.007
2194,CN(N=O)C(=N)N[N+](=O)[O-],3.213
2195,CC(=O)NC(=O)N(C)N=O,2.861
2196,CN(N=O)C(=O)NC(N)=O,2.511
2197,CC(=O)CC(C)(C)N(C)N=O,1.877
2198,CC(=O)N(C)N=O,3.708
2199,CN(N=O)C(N)=O,2.972
2200,CN(N=O)c1ccc(N=Nc2ccccc2)cc1,2.302
2201,CN(N=O)c1ccc(C=O)cc1,1.914
2202,CN(N=O)c1ccccc1,2.782
2203,CN(N=O)c1cccnc1,4.137
2204,CN(N=O)c1ccncc1,2.8360000000000003
2205,CN(N=O)c1ccccn1,3.359
2206,CN(N=O)C1CCCCC1,3.676
2207,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,1.9
2208,CN=C(NC#N)NCCSCc1nc[nH]c1C,1.703
2209,CN=C=O,3.044
2210,CN=C=S,2.877
2211,Cn1c(=N)oc2ccc(Cl)cc21,2.262
2212,Cn1c([N+](=O)[O-])cnc1C=Cc1ccnc(N)n1,1.511
2213,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.177
2214,C=C(C)Cn1c(N)cc(=O)n(C)c1=O,2.097
2215,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1.7
2216,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.241
2217,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.908
